Time,Timestamp,Elapsed Time,Heat Release Rate,Doorway Temperature 0.75 m Below Lintel,Doorway Temperature 1.25 m Below Lintel,Quadrant A Temperature 25 mm Below Ceiling,Quadrant A Temperature 0.3 m Below Ceiling,Quadrant A Temperature 0.6 m Below Ceiling,Quadrant A Temperature 1.2 m Below Ceiling,Quadrant A Temperature 1.5 m Below Ceiling,Quadrant A Temperature 1.8 m Below Ceiling,Quadrant A Temperature 2.1 m Below Ceiling,Quadrant B Temperature 25 mm Below Ceiling,Quadrant B Temperature 0.3 m Below Ceiling,Quadrant B Temperature 0.6 m Below Ceiling,Quadrant B Temperature 0.9 m Below Ceiling,Quadrant B Temperature 1.2 m Below Ceiling,Quadrant B Temperature 1.5 m Below Ceiling,Quadrant B Temperature 1.8 m Below Ceiling,Quadrant B Temperature 2.1 m Below Ceiling,Quadrant C Temperature 25 mm Below Ceiling,Quadrant C Temperature 0.3 m Below Ceiling,Quadrant C Temperature 0.6 m Below Ceiling,Quadrant C Temperature 0.9 m Below Ceiling,Quadrant C Temperature 1.2 m Below Ceiling,Quadrant C Temperature 1.5 m Below Ceiling,Quadrant C Temperature 1.8 m Below Ceiling,Quadrant D Temperature 25 mm Below Ceiling,Quadrant D Temperature 0.3 m Below Ceiling,Quadrant D Temperature 0.6 m Below Ceiling,Quadrant D Temperature 0.9 m Below Ceiling,Quadrant D Temperature 1.2 m Below Ceiling,Quadrant D Temperature 1.5 m Below Ceiling,Quadrant D Temperature 1.8 m Below Ceiling,Quadrant D Temperature 2.1 m Below Ceiling,Doorway Temperature 0.25 m Below Lintel,Doorway Temperature 0.50 m Below Lintel,Doorway Temperature 1.00 m Below Lintel,Doorway Temperature 1.50 m Below Lintel,Doorway Temperature 1.75 m Below Lintel,Quadrant A Temperature 0.9 m Below Ceiling,Quadrant C Temperature 2.1 m Below Ceiling,Doorway Velocity 0.25 m Below Lintel,Doorway Velocity 0.50 m Below Lintel,Doorway Velocity 0.75 m Below Lintel,Doorway Velocity 1.00 m Below Lintel,Doorway Velocity 1.25 m Below Lintel,Doorway Velocity 1.50 m Below Lintel,Doorway Velocity 1.75 m Below Lintel,Quadrant C Pressure 0.3 m Below Ceiling,Quadrant C Pressure 1.2 m Below Ceiling,Quadrant C Pressure 2.1 m Below Ceiling,Plume Total Heat Flux 0.65 m Below Ceiling,Plume Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Radiant Heat Flux 0.65 m Below Ceiling,Right Side Wall Radiant Heat Flux 1.3 m Below Ceiling,Right Side Wall Total Heat Flux 0.65 m Below Ceiling,Quad A Oxygen 0.6 m Below Ceiling,Quad A Oxygen 1.8 m Below Ceiling,Quad B Oxygen 0.6 m Below Ceiling,Quad B Oxygen 1.8 m Below Ceiling,Quad C Oxygen 0.6 m Below Ceiling,Quad C Oxygen 1.8 m Below Ceiling,Quad D Oxygen 0.6 m Below Ceiling,Quad D Oxygen 1.8 m Below Ceiling
122,2018-12-04 10:06:02,00:04:04,441.55,73.33,15.99,475.41,369.53,352.61,95.04,60.48,48.09,38.57,495.47,416.01,351.5,292.6,97.18,62.17,45.63,34.6,491.57,381.58,352.66,301.5,113.55,62.0,63.95,460.18,391.75,353.58,302.77,79.48,43.86,29.94,24.67,345.2,290.14,28.41,12.51,13.1,290.22,35.46,2.94,1.8,-0.61,-0.66,-0.5,-0.11,-0.1,3.73,0.92,0.77,14.52,6.39,2.3,-1.59,2.74,13.26,15.33,20.89,15.01,20.95,14.75,20.93,16.15,20.93
123,2018-12-04 10:06:03,00:04:05,462.56,70.62,16.15,481.02,375.53,353.41,93.68,60.96,49.43,38.91,483.43,414.46,352.56,292.9,98.51,64.2,45.63,35.06,471.06,381.15,353.17,299.11,114.12,64.43,64.07,443.59,391.46,354.96,298.98,75.57,44.91,30.06,24.15,346.37,287.71,28.24,12.49,12.95,292.37,35.5,2.98,1.99,0.91,0.34,-0.24,-0.45,-0.32,4.0,1.24,0.96,12.9,7.87,2.3,0.32,2.74,16.55,15.31,20.89,15.0,20.89,14.73,20.94,16.14,20.93
124,2018-12-04 10:06:04,00:04:06,463.69,68.96,16.41,459.73,373.74,354.1,91.21,61.77,47.72,38.65,522.9,424.43,354.04,294.52,97.55,65.77,45.48,34.87,483.18,382.59,354.33,297.3,114.52,65.57,64.69,435.61,390.7,354.41,303.28,73.65,44.83,28.96,24.22,345.71,285.9,27.89,12.29,12.87,294.32,34.79,2.83,1.86,0.1,0.32,0.51,-0.23,-0.45,1.52,-1.23,-1.76,12.9,3.43,3.11,2.23,1.78,14.9,15.28,20.9,14.99,20.91,14.73,20.91,16.1,20.94
125,2018-12-04 10:06:05,00:04:07,480.05,68.97,16.83,471.25,375.96,352.31,89.52,63.05,48.46,38.61,514.98,416.04,355.21,285.21,97.0,65.52,46.26,34.72,488.84,381.98,355.61,296.6,112.4,66.82,64.39,466.82,384.69,355.54,306.63,71.97,44.31,27.87,24.26,348.33,284.64,27.81,12.48,13.1,297.67,32.91,3.01,1.99,0.62,0.4,-0.37,-0.11,-0.48,2.92,0.16,-0.37,14.52,4.91,3.11,-1.59,1.78,16.55,15.29,20.9,14.97,20.93,14.73,20.92,16.05,20.94
126,2018-12-04 10:06:06,00:04:08,482.87,69.29,17.36,468.53,384.01,349.8,88.35,64.3,48.8,38.31,523.05,414.74,360.09,286.18,96.44,65.44,47.11,34.75,470.95,381.87,355.83,295.94,110.1,68.39,63.59,455.26,381.93,355.87,311.84,73.58,44.57,28.47,25.96,349.06,280.75,28.45,12.9,13.4,299.25,33.77,3.25,1.93,0.92,0.42,-0.26,-0.31,-0.34,2.61,0.18,-0.81,16.13,6.39,3.91,2.23,3.7,16.55,15.28,20.92,14.95,20.93,14.74,20.93,15.98,20.94
127,2018-12-04 10:06:07,00:04:09,475.22,68.38,17.93,460.49,383.61,353.23,89.64,65.77,49.54,38.28,522.12,409.02,361.0,293.46,94.75,64.35,48.67,35.13,481.93,386.95,359.58,298.26,111.92,69.5,64.33,439.03,383.82,358.28,311.55,73.59,43.46,28.67,26.41,348.51,284.52,28.26,12.81,13.28,303.58,35.08,2.8,2.18,-0.44,-0.39,-0.22,-0.21,-0.29,3.21,0.42,-0.31,14.52,6.39,3.91,2.23,2.74,16.55,15.28,20.91,14.93,20.89,14.74,20.93,15.89,20.96
128,2018-12-04 10:06:08,00:04:10,480.7,65.79,17.04,450.73,380.57,352.94,90.0,66.54,49.21,38.32,531.44,404.72,362.13,291.35,95.05,63.28,49.71,34.83,466.72,386.11,361.8,310.87,119.11,69.65,66.31,440.65,385.67,358.53,313.49,73.26,42.72,27.2,26.49,347.74,288.73,27.65,12.78,13.2,310.64,35.56,3.02,2.3,-0.48,0.31,0.28,-0.31,-0.27,2.7,-0.37,-1.1,14.52,4.91,2.3,6.06,3.7,13.26,15.3,20.9,14.93,20.97,14.74,20.93,15.79,20.94
129,2018-12-04 10:06:09,00:04:11,445.02,63.68,15.87,437.42,379.36,354.01,89.29,66.24,49.49,39.16,494.85,400.23,358.88,290.23,96.14,62.16,50.84,35.49,495.1,387.8,363.2,310.49,124.43,68.6,65.48,434.84,390.62,357.24,318.86,75.37,43.59,28.12,25.61,345.7,291.39,26.48,12.59,13.2,306.93,35.19,3.36,2.39,-0.54,-0.22,-0.19,-0.51,-0.5,1.6,-1.12,-1.7,16.13,4.91,3.91,2.23,2.74,16.55,15.31,20.9,14.95,20.96,14.75,20.94,15.73,20.94
130,2018-12-04 10:06:10,00:04:12,502.04,62.93,16.05,428.58,378.85,358.2,91.2,66.35,50.01,39.31,473.94,396.0,358.91,296.83,97.24,60.29,50.51,35.45,475.93,387.94,364.84,307.11,123.65,66.84,65.6,453.74,388.12,355.28,320.98,74.74,43.85,30.38,25.04,346.16,291.08,24.62,12.65,13.19,309.41,34.09,3.19,2.2,0.94,0.43,0.13,-0.04,-0.33,3.22,0.3,0.04,11.29,7.87,3.91,0.32,4.66,18.19,15.35,20.9,14.99,20.89,14.76,20.93,15.65,20.92
131,2018-12-04 10:06:11,00:04:13,445.82,61.77,13.36,429.63,380.89,362.03,95.92,65.95,49.98,39.77,454.14,394.96,359.87,296.29,98.14,57.61,49.63,35.58,496.29,397.04,364.27,305.28,120.74,65.13,65.46,449.69,386.97,357.29,325.09,74.24,44.31,28.17,24.56,346.07,296.52,25.24,13.05,13.48,312.7,34.52,3.37,2.32,0.97,0.39,-0.13,0.31,-0.33,2.36,-0.56,-0.84,11.29,4.91,3.91,4.15,2.74,14.9,15.39,20.91,15.01,20.95,14.79,20.93,15.61,20.94
132,2018-12-04 10:06:12,00:04:14,480.57,60.89,9.84,440.27,377.95,359.88,98.76,64.99,50.49,40.14,482.13,390.1,357.79,296.69,97.54,56.35,48.92,35.61,489.31,395.95,364.99,308.22,120.36,63.17,64.94,448.54,387.29,357.72,322.42,74.71,44.56,27.87,24.36,345.55,294.89,26.71,13.27,13.73,306.23,33.57,2.78,1.98,0.86,0.25,0.16,-0.04,0.15,3.24,0.33,0.1,11.29,4.91,2.3,0.32,3.7,16.55,15.43,20.91,15.05,20.93,14.84,20.93,15.59,20.93
133,2018-12-04 10:06:13,00:04:15,493.88,63.75,5.64,450.29,374.39,356.49,104.56,64.33,50.6,39.95,474.02,386.74,355.68,301.11,97.87,57.64,47.77,36.25,481.06,393.45,364.41,313.39,120.21,62.07,64.31,439.92,390.11,358.01,319.2,74.38,45.53,29.75,24.48,342.68,295.0,26.26,13.65,13.89,304.1,33.62,3.44,2.38,-0.05,0.31,-0.5,-0.58,-0.52,1.74,-1.24,-1.6,14.52,6.39,3.11,2.23,1.78,14.9,15.51,20.9,15.08,20.95,14.88,20.91,15.62,20.93
134,2018-12-04 10:06:14,00:04:16,478.23,64.62,12.39,461.67,372.07,355.77,102.6,63.34,50.35,40.1,469.6,398.39,358.08,307.17,98.58,55.54,48.66,37.48,465.78,390.23,362.59,315.73,116.78,61.08,64.24,444.66,392.29,354.74,311.76,79.04,45.23,29.22,23.83,344.54,298.58,25.88,13.81,13.97,301.75,33.95,2.69,2.21,0.55,-0.41,-0.33,-0.48,-0.89,1.79,-0.5,-1.44,12.9,6.39,3.91,0.32,3.7,14.9,15.58,20.91,15.09,20.98,14.93,20.93,15.66,20.93
135,2018-12-04 10:06:15,00:04:17,471.14,65.18,10.41,467.01,369.78,357.66,109.78,62.57,50.23,40.88,491.49,395.21,359.54,306.26,100.49,56.46,49.88,39.01,458.42,388.75,363.1,317.64,113.36,61.63,64.46,468.68,389.06,356.12,312.49,83.44,46.16,29.6,23.53,345.23,297.4,25.13,13.32,13.67,299.65,35.72,2.92,2.22,0.56,-0.34,-0.28,-0.26,-0.29,1.38,-1.47,-1.8,12.9,4.91,3.11,0.32,4.66,13.26,15.64,20.91,15.09,20.94,14.99,20.93,15.72,20.94
136,2018-12-04 10:06:16,00:04:18,511.63,65.0,4.87,458.54,370.36,357.55,109.67,63.27,50.38,41.51,488.44,392.78,359.64,303.43,101.94,58.89,52.47,38.56,465.45,389.43,361.46,318.48,115.48,62.15,63.91,467.17,386.93,355.86,310.25,86.05,45.6,30.24,23.11,345.04,297.72,25.27,13.72,13.85,298.06,36.64,3.02,2.11,0.86,0.43,-0.33,-0.4,-0.44,0.78,-1.82,-2.29,11.29,7.87,3.91,2.23,1.78,13.26,15.69,20.91,15.1,20.94,15.0,20.93,15.76,20.93
137,2018-12-04 10:06:17,00:04:19,498.55,65.14,10.91,482.79,372.57,357.36,108.66,62.75,50.3,41.06,491.66,402.18,361.06,306.65,101.08,61.24,53.02,38.37,466.81,396.16,358.87,315.0,114.73,63.72,64.97,446.41,384.82,357.35,313.62,83.55,44.74,30.42,22.58,344.89,302.36,26.7,13.87,13.88,304.05,37.16,3.11,2.12,0.66,0.56,-0.32,-0.29,-0.4,2.24,-0.75,-0.88,11.29,4.91,3.11,2.23,3.7,16.55,15.74,20.9,15.08,20.91,15.03,20.93,15.78,20.95
138,2018-12-04 10:06:18,00:04:20,470.0,65.54,15.51,476.69,374.92,356.7,106.47,61.86,49.45,41.24,520.59,404.55,362.83,308.12,100.45,62.71,53.16,37.99,472.73,390.07,359.2,311.65,115.4,65.96,63.39,437.68,381.85,357.38,315.74,82.29,46.07,32.26,22.65,343.8,301.4,27.61,13.88,13.81,299.53,40.23,2.97,2.21,-0.34,0.53,-0.47,-0.51,-0.55,1.88,-0.98,-1.41,12.9,6.39,3.11,4.15,2.74,14.9,15.79,20.9,15.08,20.95,15.0,20.93,15.81,20.95
139,2018-12-04 10:06:19,00:04:21,480.72,64.84,15.02,514.36,375.32,356.88,103.03,61.63,49.11,40.98,535.57,403.94,360.61,300.1,100.04,63.58,53.41,37.95,479.14,387.1,364.5,306.84,116.47,67.34,62.09,447.23,378.4,357.3,317.06,81.85,47.07,31.46,23.21,344.38,300.99,28.25,13.68,13.88,305.23,39.55,3.12,2.37,0.58,-0.2,-0.44,-0.31,-0.4,2.15,-0.29,-1.09,17.75,6.39,3.91,0.32,3.7,18.19,15.82,20.93,15.03,20.93,14.97,20.93,15.83,20.94
140,2018-12-04 10:06:20,00:04:22,479.57,64.43,14.59,504.06,376.85,363.07,100.3,61.82,49.15,40.76,520.38,402.32,364.87,298.3,98.86,60.32,53.45,37.95,491.19,387.5,369.74,313.85,117.22,68.19,63.17,445.19,382.75,355.31,318.78,80.09,47.89,32.03,23.63,344.52,299.3,29.37,13.75,14.26,302.72,38.31,3.09,2.08,-0.3,0.58,-0.41,-0.46,-0.29,0.81,-1.8,-2.33,12.9,4.91,2.3,0.32,3.7,16.55,15.84,20.93,14.98,20.92,14.94,20.93,15.85,20.94
141,2018-12-04 10:06:21,00:04:23,479.71,64.15,14.64,493.33,380.34,361.04,98.5,60.22,48.27,40.4,499.0,405.18,368.81,297.83,98.46,58.23,56.12,38.26,484.47,387.77,368.44,310.86,118.57,69.05,63.47,449.04,386.13,357.72,316.19,79.15,50.16,36.43,26.78,345.8,298.16,30.58,14.48,14.64,301.96,34.05,2.91,1.81,-0.48,-0.4,-0.48,-0.41,-0.41,1.54,-1.13,-1.63,11.29,6.39,3.91,-1.59,2.74,13.26,15.84,20.91,14.91,20.92,14.9,20.93,15.86,20.94
142,2018-12-04 10:06:22,00:04:24,479.82,63.51,15.09,487.05,387.97,366.44,98.48,58.88,47.22,39.86,493.69,405.24,367.37,301.72,96.83,59.47,56.95,38.55,482.41,387.57,367.08,313.26,119.9,70.5,64.37,444.07,387.64,358.29,313.03,81.08,50.48,33.6,25.41,346.61,295.96,30.25,13.99,14.19,300.89,34.73,3.05,2.17,-0.32,0.4,-0.65,-0.53,-0.66,2.43,-0.44,-0.65,14.52,4.91,3.11,0.32,3.7,13.26,15.84,20.93,14.84,20.95,14.87,20.94,15.89,20.94
143,2018-12-04 10:06:23,00:04:25,481.19,62.45,15.74,499.21,385.98,367.02,99.96,59.65,47.59,40.34,499.95,411.37,368.54,301.75,95.61,61.53,56.21,39.33,473.66,386.77,364.25,312.13,116.77,69.14,60.81,454.84,384.81,355.63,309.43,79.54,49.18,30.97,25.22,345.25,296.46,29.97,13.03,13.57,307.61,36.59,2.41,1.78,-0.25,0.34,-0.3,-0.55,-0.67,2.36,-0.5,-0.91,12.9,4.91,1.5,0.32,2.74,13.26,15.82,20.91,14.76,20.95,14.86,20.94,15.9,20.94
144,2018-12-04 10:06:24,00:04:26,477.96,59.95,13.3,509.81,385.48,365.9,98.12,60.5,47.74,40.12,496.77,403.83,366.62,300.8,96.68,64.4,55.11,39.67,467.06,387.58,361.74,316.93,117.48,70.51,60.19,444.9,387.57,357.42,308.59,79.36,48.82,30.23,24.24,342.88,296.21,29.98,12.88,13.35,309.45,37.2,2.93,2.26,-0.25,0.17,-0.52,-0.55,-0.67,0.69,-1.8,-2.81,16.13,4.91,3.91,2.23,3.7,14.9,15.79,20.93,14.7,20.94,14.81,20.94,15.9,20.93
145,2018-12-04 10:06:25,00:04:27,473.4,60.91,16.73,507.87,386.75,364.93,99.64,61.31,47.38,40.47,522.21,404.34,364.4,297.35,96.36,66.5,55.16,40.01,469.97,386.71,359.56,316.94,116.48,70.55,58.83,448.0,389.49,357.5,299.41,80.72,49.15,31.14,24.66,342.4,299.4,30.08,13.1,13.41,305.33,38.01,2.9,2.08,0.7,-0.59,-0.48,-0.65,-0.6,2.96,-0.05,-0.53,12.9,4.91,2.3,2.23,3.7,14.9,15.76,20.9,14.66,20.93,14.79,20.93,15.9,20.94
146,2018-12-04 10:06:26,00:04:28,465.95,60.76,18.1,486.73,384.14,364.56,97.38,62.89,47.37,40.98,538.73,400.65,365.63,297.23,96.39,68.14,55.56,40.16,465.16,382.14,356.25,316.68,117.18,71.31,60.3,447.52,386.27,358.4,299.52,80.72,48.3,28.76,25.75,342.52,296.17,30.54,13.15,13.5,312.13,38.95,2.69,1.71,-0.42,0.33,-0.63,-0.65,-0.73,3.57,0.49,0.43,14.52,4.91,3.11,0.32,3.7,13.26,15.73,20.91,14.64,20.93,14.75,20.95,15.86,20.93
147,2018-12-04 10:06:27,00:04:29,489.12,61.17,19.81,467.44,381.82,363.73,97.09,63.22,47.34,41.02,553.13,402.25,368.15,301.8,96.17,69.84,54.64,40.31,463.08,385.16,358.29,313.93,119.13,74.11,60.27,430.06,385.11,357.75,306.98,78.37,46.78,27.79,27.3,343.71,294.32,30.72,13.21,13.53,310.98,39.09,2.76,2.0,-0.69,-0.36,-0.76,-0.63,-0.74,1.44,-1.09,-1.89,14.52,6.39,3.11,2.23,3.7,16.55,15.7,20.93,14.65,20.99,14.72,20.93,15.86,20.95
148,2018-12-04 10:06:28,00:04:30,465.72,59.1,19.57,455.44,378.73,364.11,96.31,64.13,48.0,41.46,531.06,398.59,366.07,306.24,96.57,70.19,54.26,39.59,477.32,385.04,359.01,308.9,119.41,73.62,59.92,443.71,381.19,356.32,310.94,77.56,47.89,28.15,27.9,345.39,293.73,30.95,13.4,13.72,311.02,37.08,2.76,1.9,-0.05,0.13,-0.69,-0.64,-0.74,3.03,0.33,-0.38,12.9,6.39,3.91,0.32,3.7,19.84,15.65,20.92,14.67,20.91,14.68,20.95,15.79,20.93
149,2018-12-04 10:06:29,00:04:31,476.9,57.51,19.61,450.05,376.55,366.76,94.61,64.42,49.4,41.68,516.1,402.85,368.82,300.87,96.71,70.04,54.59,38.65,471.96,384.74,360.28,312.12,120.42,72.26,57.93,446.9,377.67,356.53,315.37,77.11,48.95,30.37,27.82,344.4,293.95,31.06,13.48,13.68,308.63,36.89,3.2,2.38,0.15,-0.25,-0.22,-0.75,-0.67,1.81,-0.68,-1.47,11.29,4.91,3.91,2.23,3.7,18.19,15.64,20.92,14.68,20.94,14.65,20.94,15.75,20.94
150,2018-12-04 10:06:30,00:04:32,494.77,56.96,20.45,441.0,374.7,365.49,92.25,63.8,49.77,42.05,519.4,398.73,368.02,303.29,97.19,70.66,56.06,38.65,504.11,386.33,360.6,312.96,119.41,74.42,58.89,454.16,376.03,354.42,311.52,76.16,49.84,33.6,26.27,344.11,295.42,30.9,13.4,13.79,304.22,38.79,2.87,1.57,0.79,0.33,-0.46,-0.57,-0.71,4.82,2.03,1.68,16.13,7.87,3.11,2.23,4.66,18.19,15.62,20.92,14.68,20.89,14.58,20.93,15.7,20.95
151,2018-12-04 10:06:31,00:04:33,486.48,55.97,19.88,436.9,375.09,364.83,91.48,63.86,51.32,42.38,514.62,396.41,368.71,305.49,96.15,72.09,57.75,38.5,532.61,388.18,362.93,316.51,119.33,75.81,59.66,465.92,379.29,354.34,308.5,78.43,50.65,34.0,26.72,342.21,290.26,31.69,13.51,13.9,304.22,39.31,2.78,1.79,0.97,-0.29,-0.8,-0.8,-0.67,4.29,1.81,1.3,14.52,6.39,3.11,4.15,1.78,16.55,15.62,20.92,14.68,20.91,14.53,20.93,15.64,20.95
152,2018-12-04 10:06:32,00:04:34,519.48,54.23,19.73,450.66,378.07,364.47,91.52,65.12,52.87,42.79,494.15,392.51,366.17,303.99,94.46,72.68,57.72,38.88,519.1,387.42,362.86,318.68,119.86,76.0,59.7,463.13,387.67,357.3,315.26,78.94,48.95,31.19,27.74,343.46,286.97,31.77,13.4,14.02,303.71,38.76,3.15,1.99,0.62,-0.46,-0.55,-0.73,-0.71,2.43,-0.29,-0.74,12.9,4.91,3.91,2.23,3.7,16.55,15.62,20.92,14.69,20.93,14.49,20.93,15.57,20.95
153,2018-12-04 10:06:33,00:04:35,568.72,53.61,19.65,469.32,379.99,361.75,92.73,65.82,53.58,43.28,478.38,397.39,364.06,303.44,94.39,74.4,56.65,39.47,497.83,395.78,365.26,320.33,121.5,76.66,58.82,455.45,394.72,360.86,313.28,80.3,49.99,29.92,29.4,344.81,283.98,32.03,13.48,13.91,308.41,38.98,2.85,2.1,-0.05,-0.2,-0.72,-0.74,-0.69,1.87,-0.86,-1.38,12.9,6.39,3.11,2.23,1.78,13.26,15.6,20.93,14.67,20.94,14.44,20.95,15.51,20.94
154,2018-12-04 10:06:34,00:04:36,592.94,52.53,19.53,469.0,381.44,361.49,93.43,66.69,54.09,43.5,474.21,396.3,364.31,305.75,94.49,74.88,55.65,40.44,485.48,400.8,365.43,322.88,123.03,77.2,59.18,449.73,392.62,364.78,314.92,81.87,51.31,29.27,29.39,345.92,287.11,31.84,13.51,13.78,302.71,39.23,3.04,1.95,0.94,-0.89,-0.42,-0.66,-0.8,4.63,1.5,1.64,14.52,4.91,3.11,0.32,2.74,13.26,15.6,20.93,14.66,20.99,14.38,20.94,15.47,20.94
155,2018-12-04 10:06:35,00:04:37,600.3,51.9,20.36,460.11,382.39,361.17,94.02,67.62,53.69,43.66,467.54,393.63,365.77,306.28,96.57,76.68,54.96,40.86,481.83,397.99,366.46,321.76,124.87,77.25,58.97,442.35,390.5,366.39,312.59,85.7,52.84,32.74,29.4,349.25,292.62,31.77,13.48,14.14,306.39,39.95,2.98,2.11,0.48,-0.31,-0.29,-0.72,-0.68,4.14,1.3,0.73,16.13,3.43,4.71,2.23,2.74,16.55,15.62,20.93,14.66,20.96,14.36,20.94,15.44,20.93
156,2018-12-04 10:06:36,00:04:38,596.73,52.87,20.94,441.14,384.62,362.35,93.68,66.87,53.75,44.12,452.09,391.12,364.6,299.86,94.97,77.07,56.05,40.69,463.84,392.95,365.54,319.55,123.02,75.55,58.55,469.04,401.73,375.97,318.29,88.77,53.12,31.3,29.31,351.1,296.92,32.02,13.39,14.13,316.36,39.19,3.14,2.17,0.75,-0.31,-0.52,-0.71,-0.89,2.9,0.23,-0.34,11.29,4.91,3.11,4.15,3.7,16.55,15.63,20.93,14.64,20.97,14.32,20.94,15.47,20.94
157,2018-12-04 10:06:37,00:04:39,572.17,56.0,21.2,454.32,391.73,363.82,94.2,65.63,53.54,44.24,432.12,390.08,364.72,299.39,96.23,78.4,55.91,40.89,442.39,388.54,363.59,319.3,120.79,73.5,57.86,452.07,396.86,371.8,317.64,89.55,53.31,29.28,30.71,350.52,296.08,31.92,13.63,14.21,318.93,38.68,3.01,1.54,0.24,-0.08,-0.3,-0.84,-0.82,2.85,0.42,-0.24,14.52,6.39,2.3,2.23,2.74,16.55,15.63,20.93,14.66,20.91,14.29,20.93,15.5,20.94
158,2018-12-04 10:06:38,00:04:40,542.43,60.52,21.35,495.37,388.86,364.35,93.05,65.73,52.53,44.05,432.68,386.67,362.45,303.61,97.14,78.54,56.16,41.81,444.93,390.52,366.59,320.28,122.05,73.24,57.26,454.68,392.87,369.58,316.05,91.49,53.52,28.25,30.85,351.1,296.23,31.76,13.7,14.32,321.6,39.9,2.69,1.98,0.68,-0.65,-0.41,-0.66,-0.81,2.62,-0.43,-0.62,12.9,7.87,3.91,2.23,3.7,16.55,15.65,20.93,14.69,20.99,14.28,20.93,15.57,20.96
159,2018-12-04 10:06:39,00:04:41,538.34,63.12,21.34,507.05,383.93,364.28,92.42,66.31,52.23,44.15,446.34,381.56,359.46,306.51,96.4,78.61,57.15,41.58,436.05,385.81,365.61,316.83,123.16,76.35,56.81,458.41,384.21,365.43,316.56,88.8,52.15,29.94,32.16,350.66,298.32,32.47,13.7,14.43,325.91,40.24,3.41,1.91,1.09,-0.59,-0.72,-0.91,-0.84,3.78,0.83,0.55,11.29,6.39,3.11,2.23,3.7,16.55,15.65,20.93,14.74,20.94,14.29,20.92,15.67,20.94
160,2018-12-04 10:06:40,00:04:42,534.66,62.76,21.23,503.94,378.75,367.7,92.28,66.98,52.12,44.83,490.7,378.33,357.72,312.65,96.99,79.16,57.41,41.33,434.51,384.73,364.34,315.78,124.1,78.77,56.12,462.65,379.32,360.63,317.77,91.45,53.34,32.42,30.44,348.87,301.89,34.57,13.65,14.39,319.14,39.56,3.17,1.86,0.64,-0.71,-0.75,-0.81,-0.61,3.06,0.39,-0.03,16.13,6.39,2.3,0.32,4.66,18.19,15.68,20.93,14.8,20.96,14.32,20.94,15.75,20.97
161,2018-12-04 10:06:41,00:04:43,505.86,61.92,22.37,486.53,379.44,362.35,93.46,66.72,50.94,44.61,491.71,377.9,360.34,315.29,97.33,79.45,58.26,40.66,465.03,388.06,362.23,314.86,121.6,78.41,55.34,462.65,378.6,357.69,312.2,89.14,54.04,35.61,30.03,346.7,299.91,37.5,13.32,14.36,315.63,38.64,3.0,2.0,-0.62,-0.23,-0.64,-0.84,-0.88,2.64,-0.63,-0.49,14.52,6.39,2.3,0.32,3.7,14.9,15.71,20.93,14.82,20.99,14.35,20.93,15.84,20.96
162,2018-12-04 10:06:42,00:04:44,481.47,61.04,26.01,471.04,379.44,363.27,97.11,67.35,50.58,45.2,479.88,380.08,363.66,302.96,97.77,76.53,57.64,41.07,463.96,384.26,361.51,312.67,121.53,77.9,55.13,481.5,380.45,358.86,310.81,87.71,53.35,36.7,28.98,345.59,299.02,33.86,13.04,14.04,317.71,39.56,3.4,2.1,-0.46,-0.68,-0.85,-0.78,-0.74,1.74,-0.92,-1.36,11.29,6.39,3.91,0.32,2.74,16.55,15.76,20.93,14.82,20.95,14.38,20.94,15.86,20.95
163,2018-12-04 10:06:43,00:04:45,497.55,60.85,31.95,495.16,380.02,365.63,97.18,65.62,49.65,45.79,464.62,379.68,363.58,300.67,98.17,75.6,57.97,40.84,445.36,382.12,362.7,307.45,119.96,77.09,55.6,470.44,379.87,364.16,315.32,87.19,55.11,37.4,29.16,346.22,300.54,33.27,12.79,13.98,317.43,39.09,2.81,1.65,0.27,-0.87,-0.23,-0.8,-0.79,1.84,-0.89,-1.25,12.9,7.87,3.11,2.23,2.74,16.55,15.79,20.94,14.85,20.93,14.39,20.95,15.87,20.95
164,2018-12-04 10:06:44,00:04:46,484.83,58.9,23.16,514.34,379.11,364.72,99.98,64.59,49.8,46.72,462.39,379.82,362.41,308.1,97.58,75.02,60.28,41.18,434.58,383.61,363.79,312.0,120.14,77.6,55.08,478.87,381.43,364.49,313.16,86.38,56.51,39.83,29.54,344.07,298.11,32.93,12.56,14.02,315.74,39.27,2.61,2.11,0.22,-0.64,-0.57,-0.55,-0.86,4.13,1.42,0.83,16.13,4.91,3.11,0.32,4.66,16.55,15.81,20.93,14.87,20.99,14.41,20.94,15.86,20.95
165,2018-12-04 10:06:45,00:04:47,471.31,56.91,20.55,506.99,388.75,365.77,101.57,65.55,48.87,47.02,448.39,382.43,360.63,309.02,97.7,75.9,60.58,40.88,433.65,383.75,363.14,315.78,118.95,79.29,55.08,469.47,391.42,365.76,306.52,85.69,57.54,39.08,28.07,342.38,298.02,32.96,12.58,13.97,317.35,36.72,3.17,2.17,-0.54,-0.31,-0.81,-0.67,-0.66,2.61,-0.12,-0.86,9.67,4.91,3.11,-1.59,2.74,16.55,15.84,20.93,14.89,20.98,14.45,20.94,15.8,20.95
