Time,Timestamp,Elapsed Time,Heat Release Rate,Quadrant A Temperature 25 mm Below Ceiling,Quadrant A Temperature 0.3 m Below Ceiling,Quadrant A Temperature 0.6 m Below Ceiling,Quadrant A Temperature 0.9 m Below Ceiling,Quadrant A Temperature 1.2 m Below Ceiling,Quadrant A Temperature 1.5 m Below Ceiling,Quadrant A Temperature 1.8 m Below Ceiling,Quadrant A Temperature 2.1 m Below Ceiling,Quadrant B Temperature 25 mm Below Ceiling,Quadrant B Temperature 0.3 m Below Ceiling,Quadrant B Temperature 0.6 m Below Ceiling,Quadrant B Temperature 0.9 m Below Ceiling,Quadrant B Temperature 1.2 m Below Ceiling,Quadrant B Temperature 1.5 m Below Ceiling,Quadrant B Temperature 1.8 m Below Ceiling,Quadrant B Temperature 2.1 m Below Ceiling,Quadrant C Temperature 25 mm Below Ceiling,Quadrant C Temperature 0.3 m Below Ceiling,Quadrant C Temperature 0.9 m Below Ceiling,Quadrant C Temperature 1.2 m Below Ceiling,Quadrant C Temperature 1.5 m Below Ceiling,Quadrant C Temperature 1.8 m Below Ceiling,Quadrant C Temperature 2.1 m Below Ceiling,Quadrant D Temperature 25 mm Below Ceiling,Quadrant D Temperature 0.3 m Below Ceiling,Quadrant D Temperature 0.6 m Below Ceiling,Quadrant D Temperature 0.9 m Below Ceiling,Quadrant D Temperature 1.2 m Below Ceiling,Quadrant D Temperature 1.5 m Below Ceiling,Quadrant D Temperature 1.8 m Below Ceiling,Quadrant D Temperature 2.1 m Below Ceiling,Doorway Temperature 0.25 m Below Lintel,Doorway Temperature 1.00 m Below Lintel,Doorway Temperature 1.25 m Below Lintel,Doorway Temperature 1.50 m Below Lintel,Doorway Temperature 1.75 m Below Lintel,Plume Temperature 0.65 m Below Ceiling,Plume Temperature 1.3 m Below Ceiling,Doorway Temperature 0.50 m Below Lintel,Doorway Temperature 0.75 m Below Lintel,Quadrant C Temperature 0.6 m Below Ceiling,Doorway Velocity 0.25 m Below Lintel,Doorway Velocity 0.50 m Below Lintel,Doorway Velocity 0.75 m Below Lintel,Doorway Velocity 1.00 m Below Lintel,Doorway Velocity 1.25 m Below Lintel,Doorway Velocity 1.50 m Below Lintel,Doorway Velocity 1.75 m Below Lintel,Plume Velocity 0.65 m Below Ceiling,Plume Velocity 1.3 m Below Ceiling,Quadrant C Pressure 0.3 m Below Ceiling,Quadrant C Pressure 1.2 m Below Ceiling,Quadrant C Pressure 2.1 m Below Ceiling,Plume Total Heat Flux 0.65 m Below Ceiling,Right Side Wall Total Heat Flux 0.65 m Below Ceiling,Right Side Wall Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Radiant Heat Flux 0.65 m Below Ceiling,Right Side Wall Radiant Heat Flux 1.3 m Below Ceiling,Plume Total Heat Flux 1.3 m Below Ceiling,Quad A Oxygen 1.8 m Below Ceiling,Quad A Oxygen 0.6 m Below Ceiling,Quad B Oxygen 0.6 m Below Ceiling,Quad B Oxygen 1.8 m Below Ceiling,Quad C Oxygen 0.6 m Below Ceiling,Quad C Oxygen 1.8 m Below Ceiling,Quad D Oxygen 0.6 m Below Ceiling,Quad D Oxygen 1.8 m Below Ceiling
173,2018-12-06 12:04:56,00:04:56,54.5,122.2,126.78,119.26,102.82,23.5,19.04,16.18,14.23,147.43,123.9,109.94,98.97,31.8,27.41,19.6,14.27,153.9,134.69,109.04,31.04,26.2,17.3,12.02,126.87,127.4,123.55,93.95,23.61,19.71,14.38,7.59,118.91,6.52,5.13,5.94,5.63,139.89,161.37,81.24,11.85,122.48,1.25,1.0,-0.42,-0.42,-0.23,-0.34,-0.17,0.66,-0.15,0.88,-0.46,-0.4,5.91,2.54,-0.22,-0.45,-0.07,11.05,20.94,19.82,20.02,20.98,19.82,20.93,19.74,20.95
174,2018-12-06 12:04:57,00:04:57,60.63,123.02,126.37,118.96,103.3,23.87,19.04,16.14,14.12,145.69,124.12,110.08,99.08,32.06,27.26,19.41,14.46,155.35,134.62,108.04,30.96,25.86,17.11,11.87,126.39,126.69,122.66,95.57,23.38,19.63,14.27,7.82,118.62,6.38,5.02,5.52,5.29,138.27,160.16,80.51,11.36,121.4,1.19,0.94,-0.06,-0.39,-0.11,-0.23,-0.2,1.26,0.52,1.36,0.09,-0.07,4.3,2.54,0.58,1.46,-0.07,9.57,20.94,19.83,20.0,20.96,19.83,20.94,19.75,20.94
175,2018-12-06 12:04:58,00:04:58,54.76,123.28,126.02,118.99,103.11,24.17,19.03,16.02,14.03,147.12,124.08,109.93,99.0,32.84,27.1,19.6,14.49,155.3,132.02,108.0,30.96,26.27,17.45,12.09,125.86,126.98,123.29,97.89,23.45,19.59,14.34,7.54,116.42,6.41,5.01,5.75,5.36,139.78,159.01,81.39,11.51,120.91,1.24,0.88,0.17,-0.24,-0.23,0.38,-0.32,0.69,-0.32,1.38,-0.01,-0.08,5.91,0.89,-0.22,-0.45,0.89,8.09,20.96,19.82,20.02,20.97,19.81,20.94,19.74,20.95
176,2018-12-06 12:04:59,00:04:59,60.63,123.97,125.51,118.45,101.87,24.0,19.09,15.96,14.17,152.18,125.74,109.32,98.02,33.68,26.7,19.84,14.28,153.54,133.24,108.42,31.01,25.83,17.62,12.57,125.5,127.86,123.68,97.87,23.43,19.68,14.05,7.41,114.93,6.38,5.29,5.45,5.45,142.35,156.02,81.17,11.29,120.32,1.51,0.41,-0.12,-0.39,0.14,-0.34,-0.17,0.52,0.48,1.42,0.1,-0.08,5.91,0.89,-0.22,-0.45,-0.07,11.05,20.94,19.82,20.0,20.93,19.83,20.94,19.75,20.94
177,2018-12-06 12:05:00,00:05:00,59.01,122.65,125.35,117.95,103.23,25.84,19.27,15.68,14.08,150.19,125.05,109.49,97.9,34.12,26.16,20.29,14.34,155.04,131.84,109.23,31.57,25.63,17.87,12.52,124.82,127.29,123.29,97.52,23.68,19.75,13.77,7.66,116.01,6.38,4.86,5.71,5.48,142.69,153.06,78.57,11.32,120.32,0.98,0.65,-0.24,-0.28,-0.29,-0.38,-0.17,0.19,1.65,1.18,-0.22,-0.3,4.3,0.89,-0.22,-0.45,-1.03,6.62,20.94,19.82,20.02,20.93,19.85,20.94,19.76,20.95
178,2018-12-06 12:05:01,00:05:01,52.53,121.11,125.87,117.27,103.85,25.8,19.38,15.64,14.26,146.51,123.63,108.82,97.75,34.38,25.97,20.17,14.49,156.1,133.9,109.19,31.75,25.36,17.91,12.86,123.91,127.47,123.18,96.6,23.41,19.85,13.81,9.0,116.42,6.49,4.82,5.52,5.25,142.83,149.64,76.8,11.24,119.91,0.7,0.61,-0.28,-0.3,-0.27,-0.34,-0.4,0.98,-0.42,0.8,-0.41,-0.36,4.3,2.54,0.58,-0.45,0.89,9.57,20.95,19.82,20.02,20.91,19.84,20.94,19.76,20.95
179,2018-12-06 12:05:02,00:05:02,60.98,120.84,127.33,117.05,103.59,25.15,19.07,15.37,14.11,146.13,123.06,109.15,97.26,34.56,26.07,20.5,14.41,156.7,133.59,110.18,31.85,25.5,17.63,13.08,123.01,127.8,123.62,96.26,23.33,19.85,14.07,8.68,115.49,6.53,4.86,5.29,5.22,140.84,151.31,75.49,11.29,119.99,1.38,0.85,0.19,0.05,-0.21,-0.34,-0.24,0.42,0.32,1.25,-0.25,-0.32,5.91,0.89,0.58,1.46,0.89,9.57,20.94,19.81,20.03,20.94,19.84,20.95,19.77,20.95
180,2018-12-06 12:05:03,00:05:03,60.43,121.63,127.67,117.23,103.33,24.85,18.65,15.1,14.22,144.73,122.31,109.41,97.38,33.7,25.81,20.58,14.22,158.98,132.76,110.07,32.27,25.28,18.05,12.85,122.64,127.54,123.62,97.44,23.63,18.71,13.76,8.88,115.75,6.45,4.9,5.71,5.52,140.12,149.07,76.73,11.25,120.06,1.22,1.11,0.13,0.21,-0.05,-0.2,-0.09,0.19,1.36,1.17,-0.25,-0.47,7.53,4.19,-0.22,1.46,0.89,9.57,20.94,19.81,20.03,20.92,19.84,20.95,19.76,20.95
181,2018-12-06 12:05:04,00:05:04,61.9,121.81,128.04,117.64,103.32,24.84,18.57,15.17,14.02,147.26,122.72,109.73,96.67,33.39,25.69,20.84,14.21,162.29,131.93,109.62,32.07,25.35,17.63,12.54,122.85,126.67,123.46,99.17,23.74,18.82,13.49,9.21,115.67,6.68,4.9,5.59,5.29,141.44,147.02,77.83,11.24,120.09,1.37,1.02,0.17,-0.17,-0.23,-0.2,-0.3,1.06,1.65,1.19,0.06,-0.06,9.14,0.89,2.19,-0.45,1.84,11.05,20.96,19.83,20.03,20.97,19.83,20.95,19.76,20.95
182,2018-12-06 12:05:05,00:05:05,55.69,122.86,127.97,117.64,103.51,24.43,18.65,15.06,13.88,148.29,123.55,109.3,97.78,33.44,26.04,20.88,13.61,160.2,129.87,110.11,32.16,25.2,17.44,12.47,123.65,126.9,123.88,100.17,23.33,19.13,13.53,8.88,116.08,6.45,4.63,5.4,4.9,142.0,151.34,78.23,11.62,120.02,1.41,0.91,0.38,0.27,0.17,-0.1,-0.2,0.78,1.93,1.66,0.32,0.29,2.68,0.89,2.19,1.46,0.89,3.66,20.95,19.82,20.02,20.93,19.83,20.94,19.77,20.96
183,2018-12-06 12:05:06,00:05:06,57.01,122.15,128.64,119.21,104.03,24.35,18.61,15.06,13.8,145.15,123.4,109.44,96.9,35.72,26.19,21.0,13.34,156.86,130.06,110.0,32.79,25.28,17.29,12.51,125.33,127.95,125.08,98.43,22.76,19.2,13.69,8.42,116.67,6.48,4.62,5.36,5.09,142.49,160.04,78.56,11.92,119.56,1.67,0.99,0.32,0.25,-0.27,0.15,-0.17,1.76,1.12,1.35,0.22,0.11,7.53,0.89,-1.02,1.46,-0.07,6.62,20.95,19.82,20.01,20.91,19.84,20.95,19.77,20.95
184,2018-12-06 12:05:07,00:05:07,56.79,121.56,128.46,119.55,104.44,24.97,18.84,15.03,13.88,143.15,123.52,109.89,96.9,35.69,26.53,21.34,13.38,154.81,133.52,109.93,33.32,26.15,17.22,12.29,125.97,127.24,125.68,102.24,23.3,19.17,13.96,8.31,116.49,6.64,4.97,5.59,5.44,139.81,166.93,78.75,11.93,119.91,1.32,0.95,0.38,0.27,-0.21,-0.2,-0.27,-0.16,2.16,1.05,-0.32,-0.3,5.91,4.19,0.58,-0.45,0.89,8.09,20.96,19.82,20.02,20.96,19.84,20.94,19.76,20.95
185,2018-12-06 12:05:08,00:05:08,55.2,121.7,128.04,119.65,104.32,24.84,18.83,14.94,13.72,146.39,123.5,109.7,96.45,35.27,26.82,21.71,13.26,152.71,135.69,109.44,33.24,26.22,17.25,12.35,125.55,127.12,125.9,103.78,23.4,19.2,14.02,8.18,115.77,6.51,5.27,5.97,5.74,139.99,175.01,79.14,12.22,119.26,1.19,0.91,0.39,0.34,-0.27,-0.17,-0.25,0.5,1.98,2.18,0.85,0.62,4.3,4.19,0.58,1.46,-0.07,8.09,20.94,19.83,20.02,20.93,19.85,20.94,19.76,20.95
186,2018-12-06 12:05:09,00:05:09,63.71,121.25,127.44,119.43,103.95,24.46,18.91,14.79,13.95,149.23,123.77,109.85,96.38,35.53,27.35,21.86,13.49,150.66,135.13,109.14,33.35,26.03,17.71,12.39,126.03,126.78,125.22,100.49,23.32,19.54,14.44,8.72,116.49,6.79,5.5,6.2,5.93,142.04,175.55,80.35,12.08,118.86,1.42,0.96,0.19,0.05,-0.27,0.27,-0.32,1.08,2.04,2.09,0.65,0.42,4.3,2.54,0.58,-0.45,2.8,9.57,20.95,19.82,20.01,21.0,19.85,20.94,19.76,20.95
187,2018-12-06 12:05:10,00:05:10,64.74,120.96,127.82,118.88,103.52,25.72,19.07,14.72,14.0,145.53,124.0,111.04,96.53,34.87,26.76,21.91,13.84,152.84,133.9,109.19,33.7,26.49,17.83,12.48,126.23,127.13,125.38,100.25,26.25,19.59,14.65,8.8,117.6,6.71,5.66,6.12,6.05,144.83,171.96,81.12,12.31,118.3,1.68,1.04,0.22,-0.28,-0.45,0.11,-0.25,1.0,1.21,1.85,0.57,0.41,5.91,2.54,1.39,-0.45,0.89,6.62,20.95,19.82,20.0,20.94,19.86,20.94,19.76,20.95
188,2018-12-06 12:05:11,00:05:11,57.05,120.99,128.3,118.72,103.48,26.55,19.22,14.76,14.03,152.12,126.62,111.6,96.38,34.3,26.9,21.72,13.99,155.53,132.46,109.18,33.51,26.26,17.86,12.81,125.7,126.56,124.74,99.47,25.9,19.51,14.91,8.42,118.2,6.63,5.31,5.89,5.74,144.23,171.01,82.23,12.61,118.0,1.6,0.87,-0.22,-0.3,-0.34,-0.27,-0.55,0.67,1.63,0.71,-0.44,-0.49,7.53,2.54,0.58,-0.45,-1.03,8.09,20.95,19.82,20.0,20.95,19.86,20.95,19.75,20.96
189,2018-12-06 12:05:12,00:05:12,57.4,122.38,127.71,118.47,102.04,26.25,19.07,14.88,14.23,154.13,126.25,111.97,96.16,34.94,26.23,21.91,14.19,155.61,132.69,109.26,33.36,26.0,18.29,13.16,124.85,125.63,124.0,100.17,25.45,19.59,15.03,8.23,117.49,6.63,5.15,5.77,5.58,144.49,171.11,81.89,12.68,118.37,1.61,0.95,0.13,-0.38,-0.11,-0.59,-0.47,1.82,2.42,1.67,0.44,0.23,5.91,2.54,1.39,-0.45,0.89,9.57,20.95,19.81,20.0,20.95,19.88,20.95,19.75,20.95
190,2018-12-06 12:05:13,00:05:13,58.57,123.0,126.57,118.46,101.18,26.24,18.87,14.98,14.18,152.98,126.2,111.59,95.86,35.98,26.14,21.6,13.83,155.9,132.87,109.73,33.13,25.95,18.81,13.15,123.75,125.25,123.39,101.27,25.48,19.65,15.13,8.14,117.29,6.43,5.1,5.65,5.57,143.72,167.9,82.69,12.44,119.18,1.17,1.02,-0.24,-0.32,-0.05,-0.55,-0.39,1.34,1.41,0.85,-0.19,-0.36,9.14,2.54,0.58,-2.36,-0.07,12.53,20.94,19.83,19.98,20.94,19.87,20.93,19.75,20.95
191,2018-12-06 12:05:14,00:05:14,52.99,123.71,126.01,118.56,100.62,26.08,18.75,15.01,14.09,151.46,124.81,110.29,95.19,36.42,26.67,21.4,13.75,155.97,132.9,109.62,33.19,25.91,18.76,12.88,124.01,125.17,122.64,101.97,25.28,19.53,14.74,8.06,116.59,6.35,5.0,5.65,5.5,142.29,169.89,83.02,12.64,119.14,1.49,0.86,-0.28,-0.24,-0.42,0.15,-0.53,0.9,0.33,1.19,-0.16,-0.08,5.91,5.83,0.58,1.46,0.89,11.05,20.95,19.81,19.98,20.93,19.88,20.95,19.75,20.93
192,2018-12-06 12:05:15,00:05:15,52.21,123.97,126.87,117.97,99.26,26.01,18.87,15.28,14.28,148.54,124.21,110.36,94.16,36.31,26.82,21.25,13.83,155.78,132.42,109.8,33.46,26.1,19.11,12.27,125.06,125.2,121.63,101.67,25.17,19.42,14.4,8.21,117.45,6.32,5.0,5.54,5.31,141.65,173.59,83.72,12.49,119.45,1.71,1.02,-0.39,-0.35,-0.49,-0.34,-0.42,0.83,1.62,0.77,-0.32,-0.49,5.91,2.54,-0.22,-2.36,-0.07,8.09,20.95,19.83,19.99,20.95,19.89,20.93,19.76,20.94
193,2018-12-06 12:05:16,00:05:16,56.97,123.0,128.04,119.13,99.81,26.43,18.91,15.48,14.18,151.69,124.48,111.52,94.83,35.53,27.13,21.22,13.95,155.06,132.83,110.1,33.28,26.25,18.88,12.04,126.07,124.42,120.81,100.09,25.1,19.69,14.41,8.83,117.19,6.28,4.92,5.58,5.39,141.12,169.97,84.27,12.42,119.67,1.17,0.83,-0.43,-0.42,-0.32,-0.25,-0.44,1.02,0.58,1.78,0.46,0.26,4.3,4.19,-1.02,-2.36,-0.07,9.57,20.94,19.84,19.97,20.99,19.88,20.94,19.76,20.94
194,2018-12-06 12:05:17,00:05:17,59.26,124.11,128.36,119.0,100.21,26.64,18.86,15.62,14.16,147.67,125.55,112.51,95.15,34.92,27.27,21.21,13.9,155.55,134.52,110.87,32.59,26.7,18.91,12.3,126.4,124.45,120.87,100.08,24.98,19.79,14.62,9.2,116.54,6.08,4.91,5.23,5.15,143.57,169.5,83.71,12.33,119.81,1.19,0.84,-0.39,-0.36,-0.23,-0.23,-0.27,1.2,2.63,2.0,0.52,0.35,5.91,0.89,-0.22,1.46,1.84,8.09,20.94,19.82,19.98,20.95,19.88,20.95,19.76,20.93
195,2018-12-06 12:05:18,00:05:18,56.26,123.71,129.42,119.9,101.43,26.38,18.79,15.85,14.25,150.21,127.58,112.81,95.78,34.7,27.12,21.36,14.09,159.47,134.67,110.06,32.59,27.04,19.07,12.27,126.22,124.98,121.4,99.97,24.6,19.46,14.63,8.71,116.66,5.9,4.8,5.04,5.0,143.2,166.61,84.05,12.49,119.89,1.43,1.0,-0.42,-0.43,-0.38,-0.29,-0.28,1.13,1.42,0.74,-0.3,-0.49,7.53,2.54,0.58,-2.36,0.89,11.05,20.94,19.83,19.98,20.89,19.88,20.94,19.77,20.96
196,2018-12-06 12:05:19,00:05:19,56.01,124.46,129.35,120.25,102.1,26.28,18.76,16.09,14.29,153.48,126.65,112.37,96.01,35.53,26.97,21.52,14.25,159.59,133.51,110.59,32.45,27.12,19.45,12.24,125.25,125.32,122.12,99.87,24.27,19.5,14.67,8.37,115.85,6.17,5.04,5.28,5.16,142.03,164.06,84.02,12.57,120.08,1.67,0.8,-0.4,-0.3,-0.27,-0.46,-0.33,1.54,1.13,0.75,-0.38,-0.59,4.3,5.83,0.58,1.46,0.89,11.05,20.93,19.83,19.98,20.94,19.87,20.95,19.77,20.95
197,2018-12-06 12:05:20,00:05:20,63.44,125.17,131.22,120.32,101.69,26.08,18.64,16.27,14.44,153.09,126.16,112.1,96.52,35.67,26.63,21.4,14.28,159.28,134.48,111.28,32.71,27.0,19.64,12.31,125.02,124.98,122.37,99.82,24.19,19.15,14.51,8.02,114.92,6.09,4.89,5.24,5.12,145.54,162.05,84.02,12.72,120.45,1.53,0.9,-0.4,-0.38,-0.27,-0.45,0.04,1.1,0.64,0.89,-0.38,-0.6,5.91,4.19,0.58,-0.45,0.89,11.05,20.94,19.83,19.99,20.95,19.87,20.95,19.76,20.93
198,2018-12-06 12:05:21,00:05:21,62.29,125.5,131.78,120.35,101.8,25.89,18.68,16.38,14.51,153.78,127.43,112.14,96.26,36.16,27.01,21.48,14.4,159.62,134.86,111.8,32.56,26.89,20.13,12.27,126.25,124.9,122.75,98.2,24.34,19.04,14.4,8.06,114.54,6.01,4.88,5.0,5.04,144.1,164.36,86.18,16.3,124.45,1.64,0.98,-0.32,-0.45,-0.23,-0.42,-0.39,0.86,1.97,1.15,0.09,-0.04,9.14,2.54,0.58,1.46,0.89,9.57,20.94,19.83,19.99,20.92,19.87,20.94,19.77,20.93
199,2018-12-06 12:05:22,00:05:22,62.89,126.21,130.46,119.74,101.53,25.84,18.63,16.49,14.35,156.73,127.87,110.87,94.63,36.37,27.49,21.85,14.23,159.57,134.06,111.42,33.07,26.99,20.39,12.1,126.54,125.08,123.45,97.86,24.33,19.26,14.69,8.97,113.94,6.0,4.87,5.04,5.04,148.3,165.61,83.16,13.01,121.27,1.3,0.78,-0.42,-0.51,-0.18,-0.32,-0.3,0.88,1.21,1.15,-0.16,-0.23,1.07,0.89,0.58,1.46,-0.07,11.05,20.95,19.84,19.99,20.89,19.85,20.95,19.76,20.94
200,2018-12-06 12:05:23,00:05:23,64.85,126.4,130.02,119.38,101.8,25.89,18.64,16.57,14.51,157.84,126.75,111.4,94.05,35.52,27.69,22.2,14.4,160.38,132.72,111.02,33.31,26.74,20.74,11.66,128.01,126.03,123.68,98.42,24.42,18.96,14.63,8.56,113.57,6.35,4.84,5.27,5.15,147.58,164.28,81.62,11.11,118.88,1.43,0.97,-0.42,-0.63,-0.5,-0.34,-0.4,1.48,1.62,0.9,-0.09,-0.31,2.68,2.54,1.39,-0.45,0.89,8.09,20.94,19.82,20.0,20.92,19.85,20.95,19.77,20.95
201,2018-12-06 12:05:24,00:05:24,66.88,126.29,130.5,118.74,101.87,25.74,18.52,16.42,14.43,161.45,126.37,111.69,94.27,35.22,27.83,21.96,14.32,157.26,131.43,110.35,33.11,26.73,19.75,11.5,128.35,126.73,124.39,97.94,24.41,18.96,14.97,8.32,114.15,6.3,4.9,5.45,5.18,144.5,161.38,81.83,10.98,119.05,1.44,0.79,-0.42,-0.6,-0.4,-0.35,-0.46,1.18,1.75,1.75,0.6,0.3,7.53,4.19,1.39,-0.45,-1.03,8.09,20.92,19.82,20.0,20.92,19.86,20.95,19.76,20.94
202,2018-12-06 12:05:25,00:05:25,57.3,126.54,130.49,118.77,103.97,25.88,18.74,16.37,14.57,163.84,126.36,112.13,94.73,34.42,27.48,21.88,14.3,156.71,130.9,110.27,33.1,27.06,19.81,11.87,128.0,127.02,124.56,97.78,24.63,19.33,15.41,8.77,114.27,6.43,4.64,5.3,5.19,145.46,158.42,83.75,12.52,120.37,1.55,0.8,-0.43,-0.54,-0.27,-0.53,-0.35,0.74,1.23,1.01,-0.28,-0.44,7.53,0.89,-0.22,1.46,-0.07,11.05,20.96,19.81,20.01,20.92,19.85,20.94,19.76,20.94
203,2018-12-06 12:05:26,00:05:26,58.89,126.74,130.99,119.08,104.28,25.36,18.79,16.38,14.63,163.01,126.42,112.29,95.04,33.35,27.31,21.52,14.09,156.16,131.85,110.43,33.38,27.91,19.75,12.34,127.26,126.89,125.18,97.98,24.64,19.46,15.51,9.25,113.34,6.43,4.72,5.34,5.19,144.36,164.51,84.01,12.67,120.26,1.57,0.75,-0.48,-0.6,-0.42,-0.37,-0.28,1.18,1.68,0.7,-0.42,-0.48,7.53,-0.75,1.39,1.46,1.84,8.09,20.96,19.82,20.01,20.98,19.85,20.95,19.75,20.94
204,2018-12-06 12:05:27,00:05:27,62.07,127.63,132.08,119.56,104.98,25.17,18.75,16.34,14.58,161.52,127.27,112.62,95.48,33.31,27.49,21.59,14.12,154.22,131.43,110.83,33.98,28.05,20.62,12.53,126.66,126.66,125.4,98.57,25.05,19.76,15.65,9.2,114.65,6.58,4.91,5.42,5.34,146.4,161.85,83.09,12.59,120.18,1.33,0.76,-0.48,-0.58,-0.46,-0.25,-0.39,0.72,1.51,1.43,0.19,0.25,7.53,4.19,-0.22,-2.36,0.89,9.57,20.95,19.8,19.99,20.92,19.87,20.94,19.77,20.94
205,2018-12-06 12:05:28,00:05:28,57.95,127.78,133.47,119.41,104.5,24.64,19.01,16.38,14.77,158.06,128.47,113.47,96.07,33.76,27.76,21.81,14.47,155.13,131.62,111.8,33.94,27.6,20.81,12.8,126.66,126.92,125.96,98.23,24.86,19.53,15.5,8.97,114.87,6.04,4.99,5.46,5.19,146.82,162.42,83.27,12.52,119.85,1.26,0.97,-0.46,-0.52,-0.41,0.1,-0.33,0.79,1.79,1.02,-0.03,-0.2,4.3,5.83,-0.22,5.28,0.89,8.09,20.94,19.81,19.98,20.97,19.86,20.94,19.76,20.93
206,2018-12-06 12:05:29,00:05:29,51.98,127.52,134.37,119.64,104.38,24.3,18.94,16.45,14.89,157.53,128.32,114.07,96.25,34.13,28.06,22.04,14.58,154.98,131.7,112.1,34.05,27.0,20.09,12.45,125.95,126.96,126.37,98.31,24.45,19.68,15.16,9.62,113.98,6.5,5.07,5.34,5.34,145.31,160.97,84.04,12.63,119.88,1.16,0.74,-0.45,-0.47,-0.34,-0.34,-0.27,1.04,1.96,1.12,0.11,0.01,5.91,2.54,-0.22,-0.45,0.89,8.09,20.95,19.81,20.0,20.93,19.86,20.93,19.75,20.93
207,2018-12-06 12:05:30,00:05:30,54.47,128.31,134.49,121.43,105.2,24.53,19.28,16.34,15.04,154.49,127.54,113.92,96.66,34.96,28.28,22.34,15.12,156.08,132.07,112.21,33.83,27.38,19.63,12.49,126.02,126.58,126.6,98.97,24.67,19.91,15.54,9.89,114.45,6.53,5.06,5.53,5.41,146.21,161.65,83.82,12.67,120.36,1.42,0.6,-0.52,-0.58,-0.15,-0.49,-0.36,1.44,1.98,1.09,-0.06,-0.17,5.91,0.89,-0.22,-0.45,-1.03,8.09,20.93,19.8,19.98,20.92,19.86,20.93,19.75,20.95
208,2018-12-06 12:05:31,00:05:31,50.56,127.41,134.41,121.84,105.27,24.53,19.39,16.38,15.12,154.42,126.67,114.11,97.36,35.41,28.36,22.27,14.24,158.43,132.41,113.4,34.09,26.85,19.1,12.42,126.47,126.81,126.63,98.93,24.75,19.95,15.84,9.2,114.79,6.65,5.14,5.53,5.64,152.65,164.43,83.12,13.09,120.63,1.3,0.7,-0.42,-0.65,-0.41,-0.27,-0.66,1.49,1.4,1.34,-0.0,0.02,5.91,0.89,-1.02,1.46,0.89,8.09,20.95,19.79,19.98,20.93,19.85,20.94,19.75,20.94
209,2018-12-06 12:05:32,00:05:32,56.79,126.99,134.52,123.67,104.93,24.41,19.61,16.41,15.23,154.9,126.03,114.29,98.09,35.1,27.9,22.91,14.16,159.68,131.35,113.54,34.68,26.12,18.94,12.49,126.54,127.51,126.52,99.15,24.44,19.83,15.57,8.93,114.85,6.6,5.36,5.71,5.67,154.95,162.09,83.84,14.14,121.62,1.3,0.47,-0.4,-0.42,-0.53,-0.6,-0.42,0.89,0.45,1.33,0.27,-0.0,7.53,0.89,1.39,-0.45,0.89,11.05,20.94,19.8,19.97,20.93,19.84,20.94,19.74,20.94
210,2018-12-06 12:05:33,00:05:33,71.27,126.5,134.1,123.59,103.15,24.74,19.46,16.48,15.34,156.38,126.4,113.72,97.86,35.24,28.05,23.17,14.0,159.83,130.45,114.09,33.78,24.95,19.05,12.37,126.5,127.92,124.83,99.18,24.06,19.59,15.53,8.27,115.64,6.46,5.06,5.68,5.45,153.75,162.79,84.0,13.62,121.67,1.5,0.84,-0.53,-0.63,-0.49,-0.44,-0.33,0.36,1.46,0.77,-0.59,-0.57,7.53,-0.75,-0.22,-2.36,0.89,11.05,20.95,19.79,19.96,20.94,19.83,20.93,19.74,20.95
211,2018-12-06 12:05:34,00:05:34,67.94,126.75,133.37,122.86,102.22,24.88,19.29,16.51,15.44,155.3,126.58,113.04,98.37,35.8,27.88,22.93,14.14,158.49,132.27,114.38,33.47,23.76,18.66,12.16,127.12,128.66,123.51,99.87,23.82,19.39,14.87,7.65,116.72,6.5,4.87,5.53,5.26,152.84,162.49,83.27,13.16,122.23,1.38,0.84,-0.46,-0.57,-0.52,-0.35,-0.42,1.18,0.83,1.02,-0.26,-0.21,7.53,2.54,2.19,-0.45,-0.07,9.57,20.95,19.77,19.97,20.94,19.82,20.94,19.75,20.95
212,2018-12-06 12:05:35,00:05:35,71.19,126.42,132.14,122.2,102.97,24.82,19.5,16.6,15.68,153.65,125.5,112.42,98.86,35.21,27.14,22.75,13.85,157.82,133.56,114.57,33.7,23.06,18.75,11.53,127.44,129.23,123.18,99.81,23.34,19.17,14.46,7.7,117.68,6.33,4.55,5.17,4.98,151.84,160.84,82.56,11.97,122.15,1.56,0.73,-0.49,-0.51,-0.46,-0.49,-0.32,-0.65,1.02,1.17,-0.28,-0.39,7.53,2.54,1.39,1.46,-0.07,11.05,20.94,19.78,20.0,20.9,19.82,20.95,19.76,20.94
213,2018-12-06 12:05:36,00:05:36,69.98,125.26,130.97,121.41,103.07,24.7,19.6,16.51,15.63,153.07,124.45,112.23,99.15,33.89,26.68,22.67,13.96,156.71,133.71,115.28,34.45,24.11,19.69,11.94,126.61,130.47,124.78,100.8,24.39,20.19,15.48,8.57,118.43,6.56,5.2,5.75,5.67,150.25,160.65,85.13,14.26,124.84,1.74,0.64,-0.49,-0.63,-0.23,-0.43,-0.44,-0.46,0.93,1.21,0.02,0.15,5.91,0.89,0.58,-2.36,-0.07,8.09,20.94,19.78,19.99,20.92,19.82,20.95,19.74,20.94
