Time,Timestamp,Elapsed Time,Heat Release Rate,Quadrant A Temperature 25 mm Below Ceiling,Quadrant A Temperature 0.3 m Below Ceiling,Quadrant A Temperature 0.6 m Below Ceiling,Quadrant A Temperature 0.9 m Below Ceiling,Quadrant A Temperature 1.2 m Below Ceiling,Quadrant A Temperature 1.5 m Below Ceiling,Quadrant A Temperature 1.8 m Below Ceiling,Quadrant A Temperature 2.1 m Below Ceiling,Quadrant B Temperature 25 mm Below Ceiling,Quadrant B Temperature 0.3 m Below Ceiling,Quadrant B Temperature 0.6 m Below Ceiling,Quadrant B Temperature 0.9 m Below Ceiling,Quadrant B Temperature 1.2 m Below Ceiling,Quadrant B Temperature 1.5 m Below Ceiling,Quadrant B Temperature 1.8 m Below Ceiling,Quadrant B Temperature 2.1 m Below Ceiling,Quadrant C Temperature 25 mm Below Ceiling,Quadrant C Temperature 0.3 m Below Ceiling,Quadrant C Temperature 0.9 m Below Ceiling,Quadrant C Temperature 1.2 m Below Ceiling,Quadrant C Temperature 1.5 m Below Ceiling,Quadrant C Temperature 1.8 m Below Ceiling,Quadrant C Temperature 2.1 m Below Ceiling,Quadrant D Temperature 25 mm Below Ceiling,Quadrant D Temperature 0.3 m Below Ceiling,Quadrant D Temperature 0.6 m Below Ceiling,Quadrant D Temperature 0.9 m Below Ceiling,Quadrant D Temperature 1.2 m Below Ceiling,Quadrant D Temperature 1.5 m Below Ceiling,Quadrant D Temperature 1.8 m Below Ceiling,Quadrant D Temperature 2.1 m Below Ceiling,Doorway Temperature 0.25 m Below Lintel,Doorway Temperature 1.00 m Below Lintel,Doorway Temperature 1.25 m Below Lintel,Doorway Temperature 1.50 m Below Lintel,Doorway Temperature 1.75 m Below Lintel,Plume Temperature 0.65 m Below Ceiling,Plume Temperature 1.3 m Below Ceiling,Doorway Temperature 0.50 m Below Lintel,Doorway Temperature 0.75 m Below Lintel,Quadrant C Temperature 0.6 m Below Ceiling,Doorway Velocity 0.25 m Below Lintel,Doorway Velocity 0.50 m Below Lintel,Doorway Velocity 0.75 m Below Lintel,Doorway Velocity 1.00 m Below Lintel,Doorway Velocity 1.25 m Below Lintel,Doorway Velocity 1.50 m Below Lintel,Doorway Velocity 1.75 m Below Lintel,Plume Velocity 0.65 m Below Ceiling,Plume Velocity 1.3 m Below Ceiling,Quadrant C Pressure 0.3 m Below Ceiling,Quadrant C Pressure 1.2 m Below Ceiling,Quadrant C Pressure 2.1 m Below Ceiling,Plume Total Heat Flux 0.65 m Below Ceiling,Right Side Wall Total Heat Flux 0.65 m Below Ceiling,Right Side Wall Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Radiant Heat Flux 0.65 m Below Ceiling,Right Side Wall Radiant Heat Flux 1.3 m Below Ceiling,Plume Total Heat Flux 1.3 m Below Ceiling,Quad A Oxygen 1.8 m Below Ceiling,Quad A Oxygen 0.6 m Below Ceiling,Quad B Oxygen 0.6 m Below Ceiling,Quad B Oxygen 1.8 m Below Ceiling,Quad C Oxygen 0.6 m Below Ceiling,Quad C Oxygen 1.8 m Below Ceiling,Quad D Oxygen 0.6 m Below Ceiling,Quad D Oxygen 1.8 m Below Ceiling
147,2018-12-04 19:31:30,00:04:29,302.8,273.94,235.99,213.09,189.46,64.29,41.4,38.15,24.74,285.91,249.5,216.79,190.97,72.33,40.4,26.14,27.26,234.96,240.06,202.08,46.33,35.2,26.76,19.44,225.07,231.06,219.94,196.34,55.72,33.84,28.21,15.93,209.74,13.55,9.75,10.63,10.21,317.24,394.51,170.89,28.99,225.34,2.01,1.52,-0.13,-0.58,-0.31,-0.46,-0.35,-0.24,1.46,2.93,0.72,0.45,22.89,7.41,2.69,1.0,0.84,19.35,20.95,18.86,18.26,20.94,18.0,20.94,18.15,20.94
148,2018-12-04 19:31:31,00:04:30,289.22,271.55,234.66,214.98,192.24,72.32,40.95,38.56,25.07,287.98,251.75,217.63,190.51,73.35,41.44,26.02,27.41,234.12,240.62,201.66,46.84,34.9,26.04,19.24,222.23,228.48,218.61,196.79,56.93,33.73,28.55,15.05,210.22,13.69,9.97,10.66,10.05,315.14,397.65,173.16,28.98,227.45,2.56,1.22,-0.37,-0.44,-0.33,-0.48,-0.33,1.15,3.25,0.99,-1.28,-1.42,18.05,5.76,2.69,2.91,2.76,41.53,20.95,18.84,18.25,20.93,18.0,20.95,18.15,20.94
149,2018-12-04 19:31:32,00:04:31,302.81,280.13,235.27,213.69,192.7,68.28,41.32,38.6,25.26,280.43,251.75,217.63,189.97,73.83,42.26,25.76,27.45,234.88,241.41,199.79,47.18,34.75,26.27,19.43,222.15,226.89,218.19,197.94,57.07,34.18,28.74,14.56,210.38,13.93,10.01,10.75,10.14,317.02,386.29,174.78,28.62,227.54,2.21,1.15,0.2,-0.32,-0.54,-0.12,-0.36,1.53,-0.32,3.34,0.84,0.7,13.2,4.12,1.08,1.0,0.84,32.65,20.93,18.84,18.25,20.95,18.01,20.94,18.15,20.94
150,2018-12-04 19:31:33,00:04:32,284.16,285.24,235.08,212.4,192.59,68.76,41.73,38.33,25.15,283.8,251.22,218.2,189.67,74.34,43.0,24.7,26.99,234.27,240.32,201.39,47.1,34.49,26.08,19.58,220.02,226.44,217.01,199.31,57.11,34.44,28.7,14.37,210.53,13.77,10.09,10.78,10.32,328.47,396.78,176.3,29.21,227.34,2.05,1.42,0.42,-0.35,-0.37,-0.43,-0.35,2.05,-0.81,2.78,0.45,0.2,13.2,4.12,1.08,-2.82,-0.11,28.22,20.95,18.85,18.24,20.96,18.01,20.95,18.13,20.94
151,2018-12-04 19:31:35,00:04:33,286.46,285.39,236.82,212.02,190.3,67.3,42.0,38.45,25.38,289.16,251.9,217.63,190.51,75.23,42.23,25.01,26.09,235.34,244.51,202.23,49.29,35.09,26.31,19.55,226.1,227.58,218.16,200.39,58.48,34.71,29.12,15.51,209.35,13.58,9.89,10.7,10.09,327.44,405.64,177.33,29.4,226.89,2.02,1.44,-0.36,-0.39,-0.37,-0.46,-0.43,1.33,1.56,-0.09,-2.19,-2.27,14.82,4.12,1.08,1.0,2.76,40.05,20.94,18.84,18.25,20.92,18.0,20.95,18.13,20.94
152,2018-12-04 19:31:36,00:04:34,304.12,284.03,248.42,210.12,187.05,67.48,42.33,38.97,25.53,285.73,252.47,217.02,190.97,76.14,42.93,25.31,25.64,235.83,244.73,201.09,48.59,35.2,25.74,19.36,227.31,226.67,218.08,201.72,57.15,34.59,29.19,15.13,207.72,13.66,9.94,10.63,10.14,326.9,397.55,175.65,29.9,226.67,2.0,1.59,0.64,-0.44,-0.48,0.08,-0.32,0.69,0.72,2.59,0.38,0.27,16.43,2.47,0.28,-0.91,0.84,25.26,20.96,18.85,18.25,20.99,18.02,20.94,18.12,20.95
153,2018-12-04 19:31:37,00:04:35,283.76,285.43,251.31,210.23,186.17,70.7,43.44,39.86,26.02,280.39,250.81,216.22,192.07,76.39,43.89,25.3,25.64,238.61,243.37,202.53,47.73,35.05,26.23,19.36,226.36,229.62,217.96,202.02,57.3,34.48,29.3,15.78,206.88,13.55,9.98,10.71,10.06,326.13,386.69,177.52,30.27,226.14,1.73,1.35,0.47,-0.51,-0.42,-0.48,-0.35,1.5,2.31,1.65,-0.63,-0.77,9.97,4.12,1.08,1.0,-0.11,19.35,20.96,18.87,18.24,20.99,18.01,20.96,18.13,20.94
154,2018-12-04 19:31:38,00:04:36,288.03,286.14,245.8,208.3,186.49,70.17,43.64,39.58,26.52,278.77,250.82,216.42,192.92,76.29,44.02,25.47,25.8,238.21,241.61,204.3,48.63,35.36,26.58,19.1,224.93,230.54,217.02,202.98,59.52,34.49,29.65,15.9,209.08,13.66,10.01,10.78,10.17,323.49,381.98,178.4,29.97,225.68,2.12,1.03,-0.25,-0.42,-0.18,-0.35,-0.3,1.2,1.26,2.43,0.18,-0.16,11.59,5.76,1.08,1.0,0.84,31.18,20.95,18.88,18.24,20.93,18.03,20.94,18.13,20.94
155,2018-12-04 19:31:39,00:04:37,284.06,287.91,242.93,209.51,188.2,66.82,43.71,39.61,26.7,283.36,250.74,216.22,192.69,78.23,43.86,25.95,25.34,237.03,239.84,202.88,48.77,35.58,27.03,19.28,223.9,230.57,217.06,202.48,61.79,34.71,29.76,15.71,210.57,13.62,9.94,10.79,10.25,322.91,405.43,178.75,31.66,225.04,1.55,1.34,0.4,-0.6,-0.36,0.17,-0.12,0.46,2.48,3.11,0.76,0.6,21.28,5.76,1.88,-0.91,-0.11,26.74,20.94,18.88,18.27,20.95,18.03,20.94,18.14,20.94
156,2018-12-04 19:31:40,00:04:38,297.82,291.11,240.81,211.29,188.8,64.83,43.21,39.78,26.61,282.72,250.77,216.14,191.76,78.41,42.74,26.85,25.44,237.36,240.32,203.56,48.76,35.42,27.96,19.73,223.96,229.39,217.69,200.98,61.34,34.81,29.82,16.0,211.75,13.66,9.89,10.82,10.21,327.7,408.38,178.24,31.73,224.62,2.33,1.44,0.25,-0.53,-0.41,-0.37,-0.26,1.0,2.2,1.29,-1.08,-1.35,18.05,4.12,2.69,-0.91,0.84,43.01,20.95,18.88,18.26,20.96,18.03,20.94,18.13,20.94
157,2018-12-04 19:31:41,00:04:39,287.18,296.75,238.55,212.09,189.64,68.09,44.18,39.82,26.76,286.9,253.09,215.26,190.0,78.55,43.67,27.26,25.63,239.89,243.33,203.21,48.91,35.01,28.37,19.88,226.43,228.97,217.08,200.34,60.49,34.69,28.81,15.54,211.59,13.73,9.85,10.7,10.13,326.52,413.32,179.27,31.5,223.93,2.13,1.31,-0.25,-0.61,-0.31,-0.41,-0.39,2.0,0.88,2.19,-0.02,-0.17,22.89,2.47,1.08,2.91,1.8,28.22,20.94,18.89,18.27,20.96,18.03,20.95,18.13,20.95
158,2018-12-04 19:31:42,00:04:40,274.52,293.15,243.98,212.93,189.73,68.91,44.49,39.76,27.04,288.68,252.54,214.55,191.28,78.89,45.2,27.46,25.45,242.05,245.56,202.88,48.11,35.02,28.76,19.89,227.5,231.1,217.21,199.58,59.69,34.63,28.14,16.35,212.24,13.77,9.86,10.9,10.28,320.9,406.03,179.73,31.32,223.44,2.18,1.12,0.2,-0.22,-0.41,-0.39,-0.44,-0.66,2.17,3.24,1.1,1.11,16.43,5.76,1.88,1.0,0.84,26.74,20.96,18.89,18.29,20.94,18.04,20.94,18.15,20.95
159,2018-12-04 19:31:43,00:04:41,276.49,291.04,244.5,214.14,191.47,68.06,44.33,39.9,27.07,294.28,252.6,214.62,192.87,79.47,46.38,26.54,25.67,244.44,246.49,202.79,48.13,35.23,28.71,20.11,225.18,230.9,217.84,199.31,58.73,34.62,27.83,16.53,212.43,13.89,9.89,10.97,10.4,321.96,416.49,180.04,31.47,223.36,1.66,1.23,-0.42,-0.45,-0.46,-0.55,-0.42,1.26,3.6,1.33,-1.02,-1.12,19.66,5.76,1.88,1.0,-1.07,34.13,20.94,18.88,18.28,20.93,18.05,20.95,18.17,20.93
160,2018-12-04 19:31:44,00:04:42,266.44,289.48,246.41,212.96,191.47,68.16,44.32,40.26,26.91,293.17,256.46,215.07,194.31,79.94,47.63,27.1,26.12,246.13,249.38,204.28,49.5,35.0,28.22,20.52,225.21,229.99,218.18,200.6,61.26,34.65,27.93,15.35,212.01,13.73,9.85,11.0,10.32,320.82,410.36,178.01,30.83,223.59,1.76,1.34,-0.27,-0.43,-0.21,-0.4,-0.38,1.04,-0.98,0.9,-1.39,-1.45,22.89,5.76,1.88,1.0,-1.07,34.13,20.95,18.89,18.28,20.97,18.04,20.94,18.17,20.94
161,2018-12-04 19:31:45,00:04:43,275.77,270.04,244.18,213.24,191.91,68.04,43.97,39.35,27.08,294.74,256.22,216.08,194.49,79.23,47.54,26.22,26.33,244.69,251.72,204.98,51.04,34.95,27.67,20.69,226.56,229.55,217.86,200.2,59.48,34.86,28.41,15.06,210.65,13.69,9.82,10.74,10.44,320.53,406.68,176.37,30.64,224.5,2.22,1.05,0.22,-0.43,-0.51,-0.39,-0.28,0.58,2.24,1.3,-1.09,-1.3,22.89,4.12,1.88,2.91,1.8,45.96,20.93,18.9,18.27,20.97,18.03,20.95,18.18,20.95
162,2018-12-04 19:31:46,00:04:44,280.82,269.89,242.48,214.15,193.66,69.13,43.93,38.82,27.0,288.5,256.02,216.68,194.48,79.44,46.39,26.14,26.51,243.21,251.76,206.08,49.66,34.64,27.59,20.2,227.31,230.42,218.27,199.93,62.27,34.93,28.89,14.37,211.48,13.58,9.89,10.86,10.36,319.65,406.61,177.48,30.91,225.03,2.06,1.34,0.17,-0.43,-0.34,-0.31,-0.39,1.22,1.56,1.88,-0.55,-0.6,34.19,5.76,2.69,-0.91,0.84,35.61,20.95,18.89,18.28,20.92,18.03,20.95,18.18,20.95
163,2018-12-04 19:31:47,00:04:45,281.15,274.83,241.12,213.77,194.99,67.77,44.22,38.82,26.96,288.27,259.42,218.8,194.25,78.23,44.08,26.4,26.65,245.69,254.67,207.18,48.92,34.34,27.51,19.62,225.6,231.17,218.15,199.12,61.49,35.26,28.66,15.32,212.43,13.73,9.81,10.93,10.43,318.29,414.0,179.04,30.75,225.67,1.95,1.59,0.07,-0.32,-0.42,-0.56,-0.39,0.99,3.31,1.29,-0.94,-1.08,9.97,7.41,1.88,1.0,2.76,29.7,20.94,18.88,18.27,20.97,18.02,20.95,18.22,20.94
164,2018-12-04 19:31:48,00:04:46,267.68,266.68,240.36,214.03,193.43,68.43,44.52,38.52,26.81,283.39,260.66,219.68,194.93,79.0,44.53,27.08,26.88,247.68,255.53,206.61,52.17,34.53,27.63,19.89,226.51,231.55,215.95,199.01,61.38,34.92,28.85,15.2,212.02,13.85,9.82,10.86,10.44,317.79,404.96,179.09,30.61,225.3,2.39,1.16,-0.08,-0.44,-0.33,-0.46,-0.47,2.05,1.17,1.74,-0.59,-0.63,13.2,5.76,0.28,2.91,-0.11,32.65,20.94,18.9,18.23,20.95,18.0,20.96,18.23,20.94
165,2018-12-04 19:31:49,00:04:47,276.31,263.85,237.99,216.81,192.44,66.53,45.19,38.56,26.62,283.99,264.36,218.58,192.08,79.55,44.72,26.59,26.7,242.76,254.3,202.84,51.58,34.83,27.82,20.01,225.34,229.77,217.25,194.17,59.4,35.04,28.7,14.68,211.98,13.89,9.86,11.02,10.44,317.13,400.48,179.55,30.69,225.61,1.98,1.38,0.34,-0.48,-0.45,-0.35,-0.42,1.61,1.06,2.53,0.1,0.05,14.82,4.12,1.88,-0.91,1.8,26.74,20.96,18.88,18.25,20.97,17.99,20.96,18.27,20.95
166,2018-12-04 19:31:50,00:04:48,261.11,269.84,236.92,217.14,194.8,64.75,44.66,39.15,26.46,285.16,268.82,217.96,194.2,79.98,45.15,26.28,25.97,241.09,252.01,204.74,52.2,35.31,27.21,20.37,224.34,227.95,218.6,193.12,63.47,35.03,28.99,14.06,211.78,13.84,9.85,10.81,10.5,314.29,392.83,180.3,30.11,226.04,2.1,0.22,-0.08,-0.51,-0.34,-0.5,-0.51,-0.6,1.73,-0.12,-2.43,-2.73,18.05,4.12,1.08,-0.91,-0.11,40.05,20.96,18.88,18.24,20.95,17.99,20.96,18.32,20.95
167,2018-12-04 19:31:51,00:04:49,282.39,265.55,238.32,216.69,196.89,64.24,45.07,39.41,26.2,293.1,269.19,221.53,196.53,79.51,45.63,25.94,25.33,239.85,252.23,202.95,51.5,35.49,27.24,20.45,224.87,226.09,221.91,194.46,60.46,35.14,29.03,14.25,213.0,13.77,9.7,10.85,10.36,316.9,405.05,179.73,29.81,226.51,2.31,1.38,0.07,-0.19,-0.37,-0.4,-0.35,1.36,1.57,3.01,0.68,0.51,18.05,5.76,1.08,1.0,-0.11,35.61,20.94,18.87,18.22,20.95,17.96,20.95,18.34,20.94
168,2018-12-04 19:31:52,00:04:50,265.4,281.69,238.55,215.89,195.26,64.36,44.63,39.45,26.02,296.28,273.73,223.21,197.99,78.85,46.42,25.68,25.48,244.04,251.68,201.01,49.92,35.27,27.21,19.92,222.23,226.13,221.72,198.09,60.64,35.49,29.56,14.9,214.57,14.0,9.82,10.9,10.4,321.41,407.16,180.62,29.75,227.43,2.46,1.48,0.58,0.17,-0.33,-0.41,-0.16,-0.78,1.78,3.44,1.2,1.01,19.66,4.12,1.88,-0.91,-0.11,38.57,20.94,18.87,18.22,20.98,17.94,20.96,18.38,20.94
169,2018-12-04 19:31:53,00:04:51,256.27,287.46,240.4,214.87,195.34,66.01,44.18,39.42,26.47,297.49,268.86,221.12,198.71,78.34,47.38,26.1,26.01,245.31,250.78,201.35,48.92,35.5,27.66,19.92,222.64,226.48,221.8,200.0,59.06,35.86,29.64,15.43,213.54,14.0,9.89,10.7,10.21,327.44,392.15,179.77,30.83,227.99,2.35,1.31,0.39,-0.35,-0.48,-0.45,-0.28,0.97,1.49,1.36,-0.77,-0.78,9.97,5.76,1.08,2.91,1.8,29.7,20.95,18.9,18.23,20.94,17.94,20.96,18.4,20.95
170,2018-12-04 19:31:54,00:04:52,267.58,288.37,245.77,212.96,191.16,64.97,44.02,39.82,26.46,297.96,265.53,218.26,199.81,77.12,46.67,25.9,26.04,247.29,252.75,199.89,48.09,35.67,27.95,20.33,226.46,225.48,221.67,200.71,62.62,36.07,27.52,15.12,214.25,13.8,9.93,10.66,10.28,325.79,395.55,176.44,31.05,228.36,1.91,1.12,-0.08,-0.59,-0.37,-0.4,-0.43,1.61,2.58,1.39,-0.98,-1.16,14.82,4.12,1.88,-0.91,-1.07,38.57,20.96,18.88,18.24,20.9,17.93,20.96,18.41,20.95
171,2018-12-04 19:31:55,00:04:53,261.54,279.46,245.14,213.96,188.88,65.86,44.11,39.83,26.35,296.28,268.38,216.87,200.89,77.05,46.34,25.61,26.92,247.64,253.1,198.68,49.51,35.42,28.0,20.23,227.49,224.85,223.54,202.44,61.82,36.12,27.91,16.23,215.69,13.99,9.85,10.69,10.01,328.75,395.04,175.71,30.9,227.86,2.16,1.34,-0.29,-0.51,-0.33,-0.45,-0.35,-0.24,2.81,2.4,0.18,-0.05,22.89,2.47,1.88,1.0,0.84,35.61,20.94,18.9,18.24,20.96,17.92,20.94,18.42,20.94
172,2018-12-04 19:31:56,00:04:54,303.88,279.97,245.43,214.25,189.44,68.24,44.69,39.96,26.27,292.14,269.56,217.65,200.49,76.13,46.74,25.78,27.29,249.06,254.4,200.42,50.35,35.0,28.75,20.29,227.67,224.46,222.93,203.53,60.23,35.62,28.23,17.14,216.04,13.84,9.93,10.66,9.9,326.93,391.39,175.26,30.53,228.25,1.99,1.26,-0.13,-0.43,-0.56,-0.4,-0.42,2.0,-0.28,-0.69,-2.8,-3.09,16.43,5.76,1.88,-0.91,1.8,38.57,20.94,18.91,18.26,20.9,17.92,20.96,18.44,20.94
173,2018-12-04 19:31:57,00:04:55,324.01,274.41,242.05,214.51,187.88,66.88,44.95,39.89,26.23,299.95,268.33,218.34,199.92,74.51,46.78,25.52,27.74,250.97,254.18,202.64,50.87,35.34,28.97,20.33,226.08,224.53,221.45,203.99,60.93,35.48,28.8,16.75,216.49,14.1,9.81,10.65,9.93,330.79,382.22,175.14,31.31,230.66,2.17,1.27,-0.33,-0.42,-0.44,-0.37,-0.35,-1.13,1.11,3.0,0.6,0.41,13.2,4.12,1.88,2.91,-0.11,32.65,20.95,18.92,18.25,20.9,17.9,20.95,18.45,20.95
174,2018-12-04 19:31:58,00:04:56,323.66,279.05,242.24,213.98,187.65,66.77,45.77,40.34,26.23,300.61,265.98,217.99,200.69,74.73,47.63,25.97,27.66,255.54,255.82,201.76,51.12,35.26,28.75,20.33,225.25,225.14,220.72,204.53,59.79,35.25,28.84,16.64,215.06,14.08,9.74,10.59,9.94,332.92,390.2,176.15,31.73,230.41,2.02,1.02,-0.13,-0.36,-0.31,-0.48,-0.36,2.02,1.48,2.65,0.46,0.15,22.89,5.76,1.88,2.91,0.84,26.74,20.95,18.91,18.26,20.96,17.89,20.94,18.46,20.95
175,2018-12-04 19:31:59,00:04:57,305.24,278.72,247.58,213.19,188.34,65.45,45.44,41.2,26.5,300.87,266.28,218.42,200.77,74.19,48.08,27.19,27.67,255.96,256.95,200.66,50.83,35.27,28.6,20.68,227.22,227.04,220.54,203.62,58.91,35.26,28.88,16.61,215.13,14.38,10.0,10.55,9.9,332.48,396.92,175.49,31.2,229.08,2.13,1.35,0.49,-0.42,-0.33,-0.45,-0.33,1.38,2.61,2.16,-0.04,-0.17,26.12,7.41,1.88,-0.91,-1.07,29.7,20.94,18.93,18.25,20.96,17.88,20.96,18.47,20.94
176,2018-12-04 19:32:00,00:04:58,279.75,277.34,248.22,213.0,190.02,65.05,45.74,41.2,26.99,301.65,268.89,218.3,198.4,74.19,48.01,27.64,27.67,253.71,255.68,201.23,51.83,35.72,29.09,20.94,229.34,227.68,220.88,205.86,58.06,35.18,29.03,16.76,215.25,14.46,9.97,10.55,9.79,330.51,386.58,176.95,31.47,228.29,2.07,1.42,-0.38,-0.36,-0.36,-0.39,-0.36,1.6,1.56,3.25,0.91,0.6,16.43,7.41,2.69,-2.82,2.76,26.74,20.95,18.94,18.23,20.93,17.89,20.96,18.47,20.95
177,2018-12-04 19:32:01,00:04:59,282.08,276.75,247.77,212.65,190.67,64.2,45.99,41.05,27.02,305.02,267.95,218.94,196.76,74.33,47.82,27.03,28.3,250.6,254.44,201.22,51.38,35.71,29.2,20.98,228.62,230.1,220.19,205.86,57.62,35.33,28.76,15.77,217.23,14.46,10.05,10.6,9.83,327.12,392.38,177.49,31.66,228.3,1.99,1.49,0.25,-0.48,-0.37,-0.45,-0.35,0.64,0.94,2.04,-0.32,-0.28,21.28,9.06,1.88,-0.91,0.84,29.7,20.95,18.92,18.24,20.95,17.88,20.95,18.48,20.95
178,2018-12-04 19:32:02,00:05:00,289.91,277.12,246.45,215.12,191.58,64.68,46.36,40.52,26.91,296.05,267.51,219.25,197.18,72.97,47.74,26.99,29.17,248.38,254.66,203.28,50.98,36.12,29.5,21.01,226.8,230.17,222.85,205.52,58.39,35.62,28.42,15.42,217.64,14.53,9.97,10.44,9.75,327.73,382.45,178.74,32.19,230.37,2.26,1.32,-0.08,-0.47,-0.47,-0.56,-0.35,-1.13,3.95,2.3,0.04,-0.16,18.05,5.76,1.88,-0.91,0.84,32.65,20.94,18.92,18.23,20.92,17.9,20.95,18.45,20.94
179,2018-12-04 19:32:03,00:05:01,282.46,271.81,249.87,216.92,190.75,67.07,46.37,39.37,26.31,301.87,268.18,220.51,196.72,73.16,47.27,26.51,30.12,248.99,254.63,203.56,51.31,36.47,29.13,20.64,223.81,229.04,224.83,205.75,60.75,35.82,28.54,15.08,216.81,14.46,9.86,10.44,9.56,329.27,375.82,178.36,31.66,229.73,2.31,1.15,0.22,-0.47,-0.57,-0.37,-0.31,1.36,2.27,1.78,-0.49,-0.75,14.82,5.76,1.08,2.91,1.8,32.65,20.95,18.93,18.21,20.94,17.88,20.96,18.45,20.94
180,2018-12-04 19:32:04,00:05:02,289.98,269.2,249.08,217.02,192.0,66.4,46.7,39.07,26.16,302.38,267.4,220.69,198.4,74.11,47.45,25.97,29.73,246.28,255.37,201.38,50.64,36.27,28.75,20.56,219.41,227.52,225.54,206.62,59.49,35.66,28.84,15.8,216.15,14.29,9.73,10.43,9.7,330.06,376.78,176.9,31.99,229.53,2.08,1.14,0.68,-0.59,-0.33,-0.16,-0.26,1.5,1.8,2.0,-0.47,-0.73,11.59,4.12,2.69,2.91,0.84,26.74,20.96,18.92,18.21,20.99,17.88,20.95,18.44,20.94
181,2018-12-04 19:32:05,00:05:03,276.09,270.76,247.24,216.76,190.36,64.46,46.55,38.55,26.31,304.62,269.44,222.55,198.36,74.84,46.7,25.37,29.36,245.34,255.86,200.42,50.16,36.42,28.48,20.52,218.23,227.49,223.72,205.36,61.99,35.51,28.84,16.34,216.42,14.29,9.62,10.27,9.59,328.05,369.52,177.81,32.06,229.6,2.05,1.22,-0.27,-0.32,-0.45,-0.3,-0.31,0.9,2.52,3.56,1.07,0.89,13.2,4.12,2.69,1.0,1.8,25.26,20.95,18.93,18.19,20.9,17.87,20.95,18.42,20.94
182,2018-12-04 19:32:06,00:05:04,286.0,275.3,244.27,218.51,188.19,63.95,46.92,38.59,26.46,299.03,267.92,223.5,197.26,76.24,47.49,26.51,30.0,246.4,254.93,202.3,50.87,36.65,28.83,20.83,220.55,227.76,223.65,203.96,63.32,35.59,28.84,16.95,217.68,14.26,9.62,10.24,9.51,322.83,368.15,177.82,31.99,230.4,2.56,0.72,-0.46,-0.6,-0.55,-0.47,-0.48,1.54,2.01,1.32,-1.01,-0.98,14.82,5.76,1.08,2.91,1.8,29.7,20.93,18.93,18.19,20.96,17.87,20.95,18.4,20.95
183,2018-12-04 19:32:07,00:05:05,285.46,284.27,242.62,219.27,188.57,65.6,48.11,38.89,26.92,293.18,265.99,223.54,198.4,76.35,48.41,27.07,29.66,246.1,255.9,201.69,50.69,36.91,28.98,20.37,222.26,227.45,223.01,199.0,63.07,35.59,28.65,16.46,218.85,14.41,9.65,10.35,9.62,323.01,370.29,177.58,31.84,232.82,2.09,1.49,0.07,-0.44,-0.45,-0.39,-0.43,0.6,0.51,2.65,0.4,0.26,13.2,4.12,1.08,-2.82,2.76,29.7,20.96,18.93,18.19,20.96,17.87,20.95,18.38,20.94
184,2018-12-04 19:32:08,00:05:06,276.51,294.02,240.43,220.4,182.95,64.6,48.03,38.77,26.72,289.77,266.32,222.59,200.8,77.08,48.96,27.1,29.47,244.93,254.74,201.64,50.83,36.91,29.16,20.33,221.91,228.36,222.77,198.04,63.54,35.62,27.71,16.03,219.61,14.34,9.62,10.39,9.63,326.27,362.95,177.55,31.84,233.28,2.17,1.25,-0.49,-0.56,-0.56,-0.28,-0.44,2.14,1.79,1.62,-0.65,-0.79,21.28,4.12,2.69,1.0,0.84,23.78,20.95,18.93,18.21,20.92,17.87,20.95,18.37,20.95
185,2018-12-04 19:32:09,00:05:07,283.35,282.49,239.82,219.64,179.85,68.27,47.88,38.43,26.53,292.43,261.2,221.41,201.82,79.27,47.33,27.63,29.13,242.21,253.16,202.33,51.53,37.05,29.0,20.33,222.85,232.25,227.66,200.67,62.1,35.77,27.55,15.76,220.06,13.99,9.62,10.39,9.66,323.59,375.48,178.08,31.91,232.33,1.28,0.98,0.07,-0.49,-0.47,-0.52,-0.35,1.5,3.36,2.54,0.33,0.16,18.05,5.76,1.88,1.0,1.8,31.18,20.95,18.93,18.2,20.96,17.87,20.95,18.36,20.95
186,2018-12-04 19:32:10,00:05:08,275.24,281.49,241.86,221.88,178.14,67.47,48.25,38.62,26.38,292.8,257.21,220.27,203.39,81.7,47.33,28.12,28.79,244.63,251.85,202.75,53.12,37.66,29.61,20.86,223.35,231.8,228.65,204.83,61.44,36.07,27.74,15.38,218.36,14.41,10.35,11.16,10.55,327.0,405.7,179.16,33.61,232.26,2.5,1.25,-0.47,-0.48,-0.39,-0.51,-0.38,1.92,2.66,1.85,-0.39,-0.84,9.97,4.12,2.69,1.0,0.84,41.53,20.93,18.95,18.23,20.95,17.86,20.94,18.35,20.95
187,2018-12-04 19:32:11,00:05:09,294.17,287.92,242.38,220.78,182.41,68.96,47.88,38.58,26.26,288.88,258.7,220.0,204.65,82.72,47.48,27.85,28.49,244.88,250.46,202.48,53.63,37.99,29.46,21.27,224.26,231.15,228.57,206.77,61.14,36.07,28.12,16.52,218.21,14.27,10.2,11.28,10.82,327.48,416.28,179.73,32.79,231.81,2.0,1.3,-0.29,-0.77,-0.34,-0.53,-0.48,2.16,2.88,3.0,0.68,0.48,11.59,5.76,1.88,1.0,0.84,26.74,20.95,18.94,18.25,20.95,17.88,20.95,18.32,20.95
