Time,Timestamp,Elapsed Time,Heat Release Rate,Doorway Temperature 0.75 m Below Lintel,Doorway Temperature 1.25 m Below Lintel,Quadrant A Temperature 25 mm Below Ceiling,Quadrant A Temperature 0.3 m Below Ceiling,Quadrant A Temperature 0.6 m Below Ceiling,Quadrant A Temperature 1.2 m Below Ceiling,Quadrant A Temperature 1.5 m Below Ceiling,Quadrant A Temperature 1.8 m Below Ceiling,Quadrant A Temperature 2.1 m Below Ceiling,Quadrant B Temperature 25 mm Below Ceiling,Quadrant B Temperature 0.3 m Below Ceiling,Quadrant B Temperature 0.6 m Below Ceiling,Quadrant B Temperature 0.9 m Below Ceiling,Quadrant B Temperature 1.2 m Below Ceiling,Quadrant B Temperature 1.5 m Below Ceiling,Quadrant B Temperature 1.8 m Below Ceiling,Quadrant B Temperature 2.1 m Below Ceiling,Quadrant C Temperature 25 mm Below Ceiling,Quadrant C Temperature 0.3 m Below Ceiling,Quadrant C Temperature 0.6 m Below Ceiling,Quadrant C Temperature 0.9 m Below Ceiling,Quadrant C Temperature 1.2 m Below Ceiling,Quadrant C Temperature 1.5 m Below Ceiling,Quadrant C Temperature 1.8 m Below Ceiling,Quadrant D Temperature 25 mm Below Ceiling,Quadrant D Temperature 0.3 m Below Ceiling,Quadrant D Temperature 0.6 m Below Ceiling,Quadrant D Temperature 0.9 m Below Ceiling,Quadrant D Temperature 1.2 m Below Ceiling,Quadrant D Temperature 1.5 m Below Ceiling,Quadrant D Temperature 1.8 m Below Ceiling,Quadrant D Temperature 2.1 m Below Ceiling,Doorway Temperature 0.25 m Below Lintel,Doorway Temperature 0.50 m Below Lintel,Doorway Temperature 1.00 m Below Lintel,Doorway Temperature 1.50 m Below Lintel,Doorway Temperature 1.75 m Below Lintel,Plume Temperature 0.65 m Below Ceiling,Plume Temperature 1.3 m Below Ceiling,Quadrant A Temperature 0.9 m Below Ceiling,Quadrant C Temperature 2.1 m Below Ceiling,Doorway Velocity 0.25 m Below Lintel,Doorway Velocity 0.50 m Below Lintel,Doorway Velocity 0.75 m Below Lintel,Doorway Velocity 1.00 m Below Lintel,Doorway Velocity 1.25 m Below Lintel,Doorway Velocity 1.50 m Below Lintel,Doorway Velocity 1.75 m Below Lintel,Plume Velocity 0.65 m Below Ceiling,Plume Velocity 1.3 m Below Ceiling,Quadrant C Pressure 0.3 m Below Ceiling,Quadrant C Pressure 1.2 m Below Ceiling,Quadrant C Pressure 2.1 m Below Ceiling,Plume Total Heat Flux 0.65 m Below Ceiling,Plume Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Radiant Heat Flux 0.65 m Below Ceiling,Right Side Wall Radiant Heat Flux 1.3 m Below Ceiling,Right Side Wall Total Heat Flux 0.65 m Below Ceiling,Quad A Oxygen 0.6 m Below Ceiling,Quad A Oxygen 1.8 m Below Ceiling,Quad B Oxygen 0.6 m Below Ceiling,Quad B Oxygen 1.8 m Below Ceiling,Quad C Oxygen 0.6 m Below Ceiling,Quad C Oxygen 1.8 m Below Ceiling,Quad D Oxygen 0.6 m Below Ceiling,Quad D Oxygen 1.8 m Below Ceiling
-110,2018-12-04 16:07:11,00:00:11,0.0,9.99,-2.2,24.54,18.29,15.12,12.68,12.15,10.85,10.62,25.31,18.44,16.04,14.64,12.8,11.99,11.35,9.97,24.23,19.42,16.24,16.04,14.58,13.23,11.59,24.01,18.7,16.27,14.61,13.74,13.35,11.15,9.4,14.9,14.04,10.67,7.84,7.16,15.92,17.5,13.71,9.47,-0.38,-0.03,0.39,0.34,0.28,0.43,0.4,-0.32,-0.41,-0.03,-0.11,0.01,0.97,1.65,-1.26,-0.0,0.4,-0.11,20.96,20.95,20.95,20.91,20.96,20.96,20.95,20.95
-109,2018-12-04 16:07:12,00:00:12,0.0,10.6,4.66,24.62,18.22,15.13,12.65,12.24,10.97,10.59,25.12,18.45,16.05,14.65,12.96,12.08,11.43,10.09,24.16,19.28,16.13,15.74,14.51,13.04,11.55,23.9,18.9,16.24,14.5,13.71,13.35,11.31,9.29,14.83,14.38,10.71,8.18,7.24,16.07,17.31,13.67,9.31,-0.33,0.32,0.15,0.23,0.41,0.33,0.42,-0.38,-0.49,-0.06,-0.12,-0.09,-0.64,-1.3,0.35,1.91,-0.56,-0.11,20.95,20.94,20.95,20.96,20.95,20.94,20.95,20.95
-108,2018-12-04 16:07:13,00:00:13,0.0,12.01,7.95,24.73,18.34,15.13,12.65,12.24,10.93,10.63,25.16,18.6,16.16,14.72,13.04,12.0,11.35,9.97,24.27,19.16,16.09,15.74,14.28,13.04,11.67,23.98,19.05,16.24,14.61,13.82,13.47,11.35,9.26,14.75,14.42,10.9,8.07,7.28,16.14,17.57,17.22,12.49,-0.32,0.4,-0.17,0.33,0.46,0.28,0.31,-0.34,-0.43,-0.14,-0.13,-0.08,0.97,0.18,1.15,-0.0,0.4,1.53,20.95,20.96,20.95,20.95,20.95,20.95,20.95,20.94
-107,2018-12-04 16:07:14,00:00:14,0.0,12.5,7.41,24.76,18.52,15.16,12.65,12.46,10.93,10.7,25.19,18.48,16.2,14.72,13.03,11.99,11.5,10.08,24.19,19.23,16.16,15.78,14.39,12.96,11.74,24.01,18.78,16.16,14.61,13.67,13.35,11.46,10.05,15.29,14.31,11.75,8.99,8.12,17.6,19.18,16.23,8.44,-0.22,0.2,0.45,-0.09,0.37,0.12,0.05,-0.35,-0.39,0.04,0.04,0.02,0.97,0.18,0.35,1.91,-0.56,-0.11,20.96,20.95,20.95,20.97,20.94,20.96,20.95,20.93
-106,2018-12-04 16:07:15,00:00:15,0.0,12.24,7.96,24.76,18.6,15.24,12.61,12.5,11.04,10.66,25.08,18.67,16.27,14.68,12.95,11.73,11.19,9.78,26.99,21.89,18.52,18.02,16.6,14.94,13.65,25.34,19.8,16.73,15.25,14.31,13.77,11.53,9.79,15.36,14.23,11.28,8.26,7.43,15.27,16.74,11.15,8.36,-0.16,0.41,-0.37,-0.14,0.2,-0.13,0.05,-0.3,-0.41,0.06,0.05,0.08,0.97,-1.3,0.35,-1.91,0.4,-0.11,20.96,20.93,20.95,20.96,20.96,20.94,20.95,20.95
-105,2018-12-04 16:07:16,00:00:16,0.0,9.98,6.83,24.83,18.7,15.34,12.71,12.6,10.99,10.72,24.99,18.43,16.18,14.52,13.02,11.91,11.45,9.99,23.77,18.61,15.08,14.43,12.77,11.19,10.28,23.09,17.78,15.04,13.53,12.78,12.04,9.8,7.75,15.09,13.99,10.63,7.3,6.66,14.92,16.39,12.33,9.0,0.27,-0.18,0.46,0.18,0.1,-0.26,-0.24,-0.29,-0.42,-0.01,0.0,0.01,2.59,1.65,0.35,1.91,-0.56,-0.11,20.96,20.95,20.95,20.94,20.96,20.97,20.96,20.96
-104,2018-12-04 16:07:17,00:00:17,0.0,13.72,10.58,24.69,18.71,15.31,12.65,12.46,10.77,10.62,24.97,18.52,16.39,14.98,13.45,12.07,11.65,10.27,23.63,18.62,15.32,15.05,13.7,12.23,11.28,23.67,18.32,15.55,13.77,13.63,12.96,11.04,8.75,15.09,13.81,10.94,7.57,7.05,15.08,16.78,12.99,9.05,0.17,0.32,-0.09,0.29,-0.37,0.12,-0.2,-0.2,-0.33,0.07,0.1,0.08,0.97,0.18,0.35,1.91,-0.56,3.18,20.96,20.95,20.94,20.96,20.95,20.95,20.95,20.95
-103,2018-12-04 16:07:18,00:00:18,0.0,12.07,9.54,24.69,18.79,15.31,12.61,12.54,10.85,10.73,25.08,18.44,16.42,14.83,13.22,11.92,11.61,10.27,23.93,18.93,15.89,15.55,14.16,12.5,11.28,23.56,18.44,15.7,13.92,13.74,12.93,11.23,9.1,15.12,13.72,10.97,7.52,7.15,15.3,16.92,13.32,9.23,-0.12,-0.46,0.11,0.26,0.1,0.21,-0.44,-0.27,-0.32,-0.17,-0.14,-0.1,0.97,0.18,-1.26,-1.91,1.36,1.53,20.95,20.95,20.94,20.97,20.94,20.95,20.95,20.95
-102,2018-12-04 16:07:19,00:00:19,0.0,13.22,10.58,24.69,18.53,15.39,12.69,12.58,10.86,10.74,25.05,18.22,16.54,14.88,13.42,11.96,11.7,10.28,23.9,18.78,15.37,15.1,13.9,12.55,11.44,23.72,18.29,15.82,13.89,13.56,13.05,10.78,9.37,15.01,13.68,10.77,7.94,7.07,15.1,16.76,13.32,9.0,-0.3,-0.25,-0.45,-0.2,-0.1,-0.08,-0.24,-0.2,-0.3,0.11,0.04,0.08,-0.64,-1.3,-1.26,-3.82,1.36,-1.76,20.96,20.94,20.95,20.93,20.95,20.93,20.94,20.94
-101,2018-12-04 16:07:20,00:00:20,0.0,11.77,9.47,24.68,18.74,15.31,12.6,12.53,11.0,10.77,24.96,18.21,16.38,14.71,13.29,11.87,11.65,10.27,24.04,19.08,15.62,15.31,14.11,12.57,11.39,23.82,18.32,15.77,13.84,13.55,13.04,10.57,9.09,14.97,13.73,10.82,7.57,7.27,15.34,16.92,13.51,8.93,-0.33,-0.11,-0.38,-0.27,-0.21,0.12,-0.28,0.22,0.08,-0.04,-0.02,-0.11,-0.64,-1.3,0.35,-0.0,-0.56,-0.11,20.96,20.94,20.95,20.97,20.95,20.95,20.96,20.95
-100,2018-12-04 16:07:21,00:00:21,0.0,11.58,9.32,24.71,18.7,15.3,12.64,12.6,11.07,10.65,24.84,18.12,16.41,14.86,12.94,11.79,11.6,10.18,24.22,19.11,15.81,15.58,14.3,12.68,11.54,23.81,18.27,15.77,13.72,13.5,13.03,10.87,8.97,14.86,13.65,10.75,7.76,7.28,15.42,17.0,13.63,9.05,-0.12,-0.48,-0.2,-0.22,-0.15,-0.28,-0.33,0.22,0.25,0.09,0.04,0.02,-0.64,-2.78,0.35,1.91,0.4,1.53,20.96,20.94,20.95,20.94,20.95,20.95,20.95,20.95
-99,2018-12-04 16:07:22,00:00:22,0.0,11.62,9.47,24.76,18.71,15.35,12.68,12.54,11.0,10.73,24.97,18.06,16.39,14.72,13.03,11.61,11.69,10.08,24.38,18.93,15.86,15.51,14.27,12.77,11.43,23.9,18.4,15.82,13.81,13.44,12.96,10.69,8.83,14.85,13.76,10.77,7.83,7.23,15.6,17.18,13.59,9.23,0.17,-0.48,-0.57,-0.42,-0.43,-0.44,-0.44,0.35,0.35,-0.06,-0.03,0.0,0.97,1.65,0.35,1.91,-0.56,1.53,20.97,20.95,20.96,20.97,20.95,20.95,20.95,20.94
-98,2018-12-04 16:07:23,00:00:23,0.0,11.54,9.44,24.78,18.81,15.6,12.55,12.48,10.87,10.72,24.76,17.89,16.29,14.7,12.9,11.79,11.86,10.06,24.48,18.99,15.88,15.53,14.33,12.68,11.49,23.88,18.46,15.65,13.71,13.5,12.95,10.64,8.85,14.51,13.72,10.7,7.68,7.3,15.56,17.15,13.74,9.38,0.37,-0.18,-0.51,-0.51,-0.45,-0.4,-0.45,0.33,0.47,0.02,0.08,0.05,-0.64,-1.3,-0.46,1.91,-1.52,1.53,20.96,20.95,20.94,20.96,20.95,20.96,20.94,20.95
-97,2018-12-04 16:07:24,00:00:24,0.0,11.69,9.35,24.46,18.79,15.5,12.65,12.42,11.0,10.66,24.85,17.87,16.35,14.79,12.95,11.8,11.84,10.08,24.46,18.97,15.97,15.59,14.27,12.73,11.51,24.09,18.55,15.93,14.0,13.51,12.96,10.81,8.94,14.67,13.92,10.74,7.83,7.23,15.45,17.07,13.71,9.42,0.39,-0.36,-0.52,-0.5,-0.5,-0.43,-0.4,0.3,0.49,0.03,-0.0,0.06,2.59,1.65,-0.46,-0.0,0.4,-0.11,20.96,20.94,20.94,20.97,20.95,20.95,20.96,20.93
-96,2018-12-04 16:07:25,00:00:25,0.0,11.76,8.92,24.6,18.7,15.49,12.48,12.25,10.76,10.68,24.8,18.08,16.29,14.78,13.09,11.67,11.75,10.18,24.56,18.8,15.95,15.61,14.22,12.52,11.46,23.88,18.76,16.07,13.83,13.34,12.95,11.1,9.04,14.71,13.99,10.82,7.99,7.31,15.49,17.11,13.93,9.54,0.3,-0.61,-0.51,-0.46,-0.46,-0.51,-0.42,0.39,0.54,-0.08,0.05,-0.04,0.97,0.18,-0.46,-0.0,-1.52,-0.11,20.97,20.94,20.95,20.96,20.96,20.94,20.95,20.93
-95,2018-12-04 16:07:26,00:00:26,0.0,12.0,8.86,24.49,18.51,15.45,12.6,12.07,10.84,10.72,24.84,18.01,16.26,14.67,12.9,11.83,11.79,10.3,24.45,18.88,16.0,15.5,14.26,12.57,11.38,23.96,18.77,16.0,14.02,13.43,12.76,10.8,9.01,14.78,15.36,11.93,7.99,7.42,15.45,17.11,14.05,9.39,0.39,0.1,-0.53,-0.37,-0.4,-0.42,-0.49,0.5,0.61,-0.03,0.01,-0.06,0.97,1.65,0.35,1.91,0.4,-0.11,20.96,20.94,20.95,20.98,20.95,20.94,20.97,20.95
-94,2018-12-04 16:07:27,00:00:27,0.0,12.19,10.65,24.37,18.28,15.53,12.48,12.07,10.84,10.65,24.92,18.01,16.26,14.78,12.87,11.83,11.87,10.22,24.52,18.73,15.88,15.54,14.19,12.8,11.31,23.96,18.69,15.88,14.06,13.46,12.57,10.41,8.63,14.71,16.77,15.85,7.57,7.27,15.53,17.19,14.05,9.46,0.42,-0.55,-0.49,-0.41,-0.41,-0.41,-0.51,0.44,0.64,0.08,0.1,0.05,-0.64,0.18,-0.46,-0.0,0.4,-0.11,20.96,20.96,20.95,20.94,20.94,20.95,20.95,20.94
-93,2018-12-04 16:07:28,00:00:28,0.0,13.33,20.59,24.49,18.33,15.38,12.53,12.0,10.88,10.69,24.96,18.17,16.27,14.6,12.91,11.68,11.88,10.19,24.53,18.81,15.93,15.5,14.31,12.76,11.31,23.89,18.77,15.89,14.07,13.43,12.46,10.38,8.48,14.71,13.31,10.59,7.0,6.93,15.42,17.08,14.05,9.47,0.42,-0.48,-0.52,-0.38,-0.39,-0.45,-0.43,0.52,0.7,-0.04,-0.02,0.0,-0.64,0.18,-0.46,1.91,-1.52,-1.76,20.95,20.95,20.95,20.97,20.94,20.95,20.95,20.94
-92,2018-12-04 16:07:29,00:00:29,0.0,12.91,13.44,24.67,18.47,15.41,12.67,11.95,10.95,10.76,24.99,18.08,16.26,14.74,12.98,11.82,11.83,10.06,24.4,18.87,15.92,15.53,14.41,12.71,11.38,23.92,18.8,15.72,14.09,13.34,12.64,10.37,8.66,14.82,12.92,10.63,6.61,6.77,15.34,17.04,13.67,9.54,0.43,-0.57,-0.14,-0.44,-0.23,-0.5,-0.43,0.48,0.67,0.09,0.03,0.05,0.97,-1.3,-0.46,-0.0,0.4,1.53,20.94,20.94,20.94,20.94,20.95,20.95,20.95,20.95
-91,2018-12-04 16:07:30,00:00:30,0.0,11.32,9.59,24.67,18.54,15.45,12.48,11.98,10.95,10.87,24.99,18.12,16.22,14.59,13.01,11.82,11.86,10.03,24.44,18.91,15.88,15.57,14.22,12.75,11.38,23.92,18.76,15.65,13.94,13.38,12.6,10.56,8.81,14.81,12.8,10.66,6.6,6.92,15.22,16.92,13.7,5.29,0.34,-0.47,-0.53,-0.32,-0.38,-0.43,-0.45,0.52,0.7,-0.01,-0.01,0.08,-2.26,1.65,0.35,-1.91,-0.56,-0.11,20.95,20.95,20.94,20.94,20.95,20.96,20.95,20.94
-90,2018-12-04 16:07:31,00:00:31,0.0,10.63,10.58,24.75,18.81,15.33,12.55,11.98,10.99,10.83,24.99,18.04,16.33,14.66,13.01,11.71,11.79,10.18,24.33,18.76,15.88,15.27,14.07,12.48,11.26,23.88,18.88,15.57,13.86,13.23,12.45,10.18,8.66,14.66,13.07,10.74,6.38,5.96,12.86,13.68,8.66,8.16,0.32,-0.46,0.05,-0.22,-0.38,-0.36,-0.36,0.52,0.68,-0.07,0.02,-0.08,2.59,1.65,-0.46,-1.91,-0.56,1.53,20.95,20.96,20.95,20.97,20.97,20.94,20.95,20.95
-89,2018-12-04 16:07:32,00:00:32,0.0,10.47,10.62,24.67,18.66,15.45,12.48,11.95,10.99,10.79,25.1,18.12,16.18,14.59,13.2,11.79,11.98,10.14,24.4,18.8,15.92,15.23,14.1,12.37,11.23,22.94,17.32,13.36,11.38,10.71,10.2,8.15,6.17,14.39,12.91,10.12,6.03,6.22,13.96,15.31,12.05,10.87,0.34,-0.15,0.11,-0.27,-0.36,-0.31,-0.35,0.54,0.72,0.05,0.03,0.08,-2.26,1.65,0.35,1.91,-0.56,-1.76,20.95,20.94,20.95,20.94,20.95,20.96,20.96,20.95
-88,2018-12-04 16:07:33,00:00:33,0.0,11.0,9.77,24.68,18.62,15.34,12.56,11.88,10.95,10.72,25.18,18.05,16.53,14.9,13.48,12.1,12.14,10.38,21.99,16.6,13.82,13.36,12.47,11.15,10.31,23.51,18.84,15.58,13.68,12.93,12.38,10.34,8.09,14.4,13.07,10.66,6.99,7.38,16.51,18.74,17.32,10.57,0.32,-0.5,0.34,-0.29,-0.43,-0.24,-0.17,0.58,0.71,0.13,0.16,0.16,-2.26,-2.78,0.35,1.91,-1.52,-3.4,20.95,20.94,20.94,20.97,20.95,20.94,20.96,20.95
-87,2018-12-04 16:07:34,00:00:34,0.0,13.14,11.76,24.48,18.43,15.41,12.52,12.06,11.03,10.95,25.14,18.04,16.45,14.85,13.17,12.05,11.83,10.26,23.99,18.49,15.99,15.42,14.71,13.17,12.26,25.47,20.7,17.48,15.39,14.3,13.63,11.63,9.77,14.59,13.23,11.09,7.3,7.31,16.44,18.06,15.38,10.3,0.34,0.37,-0.41,-0.34,-0.18,-0.28,0.15,0.51,0.7,0.02,0.04,0.02,-2.26,0.18,0.35,-0.0,-1.52,1.53,20.96,20.96,20.93,20.96,20.95,20.95,20.95,20.95
-86,2018-12-04 16:07:35,00:00:35,0.0,10.82,9.28,24.6,18.28,15.3,12.67,12.33,11.25,11.02,25.03,17.85,16.03,14.43,13.05,11.82,11.52,10.03,25.73,20.17,17.13,16.29,14.98,13.02,11.88,24.18,19.29,16.33,14.28,13.38,12.99,10.64,8.66,14.78,13.49,10.85,7.03,7.07,16.21,17.91,15.07,10.14,0.49,0.48,0.05,-0.17,0.29,-0.19,0.12,0.43,0.65,0.13,0.1,0.16,0.97,1.65,-1.26,-1.91,-0.56,-0.11,20.95,20.94,20.95,20.97,20.93,20.94,20.95,20.94
