Time,Timestamp,Elapsed Time,Doorway Temperature 0.75 m Below Lintel,Doorway Temperature 1.25 m Below Lintel,Quadrant A Temperature 25 mm Below Ceiling,Quadrant A Temperature 0.3 m Below Ceiling,Quadrant A Temperature 0.6 m Below Ceiling,Quadrant A Temperature 1.2 m Below Ceiling,Quadrant A Temperature 1.5 m Below Ceiling,Quadrant A Temperature 1.8 m Below Ceiling,Quadrant A Temperature 2.1 m Below Ceiling,Quadrant B Temperature 25 mm Below Ceiling,Quadrant B Temperature 0.3 m Below Ceiling,Quadrant B Temperature 0.6 m Below Ceiling,Quadrant B Temperature 0.9 m Below Ceiling,Quadrant B Temperature 1.2 m Below Ceiling,Quadrant B Temperature 1.5 m Below Ceiling,Quadrant B Temperature 1.8 m Below Ceiling,Quadrant B Temperature 2.1 m Below Ceiling,Quadrant C Temperature 25 mm Below Ceiling,Quadrant C Temperature 0.3 m Below Ceiling,Quadrant C Temperature 0.6 m Below Ceiling,Quadrant C Temperature 0.9 m Below Ceiling,Quadrant C Temperature 1.2 m Below Ceiling,Quadrant C Temperature 1.5 m Below Ceiling,Quadrant C Temperature 1.8 m Below Ceiling,Quadrant D Temperature 25 mm Below Ceiling,Quadrant D Temperature 0.3 m Below Ceiling,Quadrant D Temperature 0.6 m Below Ceiling,Quadrant D Temperature 0.9 m Below Ceiling,Quadrant D Temperature 1.2 m Below Ceiling,Quadrant D Temperature 1.5 m Below Ceiling,Quadrant D Temperature 1.8 m Below Ceiling,Quadrant D Temperature 2.1 m Below Ceiling,Doorway Temperature 0.25 m Below Lintel,Doorway Temperature 0.50 m Below Lintel,Doorway Temperature 1.00 m Below Lintel,Doorway Temperature 1.50 m Below Lintel,Doorway Temperature 1.75 m Below Lintel,Plume Temperature 0.65 m Below Ceiling,Plume Temperature 1.3 m Below Ceiling,Quadrant A Temperature 0.9 m Below Ceiling,Quadrant C Temperature 2.1 m Below Ceiling,Doorway Velocity 0.25 m Below Lintel,Doorway Velocity 0.50 m Below Lintel,Doorway Velocity 0.75 m Below Lintel,Doorway Velocity 1.00 m Below Lintel,Doorway Velocity 1.25 m Below Lintel,Doorway Velocity 1.50 m Below Lintel,Doorway Velocity 1.75 m Below Lintel,Plume Velocity 0.65 m Below Ceiling,Plume Velocity 1.3 m Below Ceiling,Quadrant C Pressure 0.3 m Below Ceiling,Quadrant C Pressure 1.2 m Below Ceiling,Quadrant C Pressure 2.1 m Below Ceiling,Plume Total Heat Flux 0.65 m Below Ceiling,Plume Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Radiant Heat Flux 0.65 m Below Ceiling,Right Side Wall Radiant Heat Flux 1.3 m Below Ceiling,Right Side Wall Total Heat Flux 0.65 m Below Ceiling,Quad A Oxygen 0.6 m Below Ceiling,Quad A Oxygen 1.8 m Below Ceiling,Quad B Oxygen 0.6 m Below Ceiling,Quad B Oxygen 1.8 m Below Ceiling,Quad C Oxygen 0.6 m Below Ceiling,Quad C Oxygen 1.8 m Below Ceiling,Quad D Oxygen 0.6 m Below Ceiling,Quad D Oxygen 1.8 m Below Ceiling
-110,2018-12-04 18:43:40,00:00:10,23.41,18.85,32.96,31.02,27.09,21.46,20.06,18.8,17.77,33.16,30.29,28.04,25.18,21.8,19.94,18.8,17.62,32.24,30.85,27.48,26.04,23.68,19.53,17.71,31.87,30.67,26.38,23.55,21.48,21.09,17.39,14.92,27.43,27.17,23.69,18.65,13.13,30.84,33.83,25.91,15.97,-0.39,0.15,0.51,0.37,0.55,0.5,0.42,-0.51,-0.7,-0.07,-0.1,-0.02,1.19,-0.99,-0.28,1.88,-0.56,-0.14,20.96,20.95,20.96,20.95,20.95,20.96,20.94,20.95
-109,2018-12-04 18:43:41,00:00:11,23.03,19.16,32.81,31.13,27.2,21.19,20.06,18.72,17.81,33.16,30.22,28.0,25.07,21.84,20.01,18.76,17.58,32.16,30.89,27.4,25.96,23.56,19.61,17.63,31.99,30.78,26.31,23.48,21.52,20.86,17.69,14.88,27.39,27.18,22.9,17.62,12.18,32.38,35.63,28.48,16.96,-0.29,0.35,0.56,0.4,0.68,0.46,0.49,-0.49,-0.68,0.09,0.03,0.01,1.19,1.97,-0.28,3.79,1.36,-1.79,20.96,20.97,20.95,20.94,20.95,20.96,20.94,20.97
-108,2018-12-04 18:43:42,00:00:12,22.72,19.61,32.89,31.29,27.21,21.2,20.14,18.81,17.74,33.16,30.41,27.86,25.0,21.69,20.02,18.8,17.47,32.17,30.82,27.37,25.86,23.38,19.5,17.71,31.84,30.75,26.12,23.48,21.34,20.64,17.62,14.96,27.13,27.36,22.94,17.59,12.18,28.7,31.66,23.53,18.22,-0.33,-0.03,0.52,0.41,0.74,0.38,0.54,-0.51,-0.65,-0.12,-0.08,-0.1,-2.04,0.49,-0.28,-0.03,0.4,-1.79,20.96,20.95,20.95,20.95,20.95,20.97,20.95,20.96
-107,2018-12-04 18:43:43,00:00:13,22.23,19.42,32.85,31.1,27.09,21.12,20.25,18.77,17.82,33.2,30.19,27.75,25.03,21.58,20.02,18.84,17.35,32.13,30.78,27.3,25.67,23.27,19.57,17.71,31.92,30.78,26.05,23.41,21.26,20.64,17.58,15.0,27.02,27.14,22.79,17.55,12.27,28.59,31.4,23.73,15.98,-0.34,0.49,0.53,0.41,0.61,0.54,0.57,-0.5,-0.66,0.03,-0.07,-0.02,1.19,-2.47,0.52,-0.03,-1.52,1.51,20.96,20.96,20.95,20.98,20.96,20.97,20.93,20.96
-106,2018-12-04 18:43:44,00:00:14,21.21,16.07,32.81,31.17,27.06,21.2,20.36,18.69,17.85,33.2,30.15,27.63,25.0,21.43,20.13,18.88,17.28,32.1,30.78,27.3,25.82,23.08,19.31,17.71,31.77,30.78,26.01,23.44,21.22,20.56,17.2,15.15,27.05,27.18,22.68,17.55,12.3,28.4,31.24,23.61,15.1,-0.36,0.52,0.21,0.42,0.62,0.48,0.6,-0.56,-0.67,-0.05,-0.1,-0.16,1.19,-0.99,-0.28,-0.03,1.36,1.51,20.96,20.96,20.96,20.92,20.96,20.95,20.95,20.97
-105,2018-12-04 18:43:45,00:00:15,20.48,11.1,32.73,31.13,26.9,21.27,20.28,18.88,17.85,33.16,29.92,27.51,24.76,21.27,20.01,18.95,17.27,32.09,30.93,27.21,25.55,23.03,19.11,17.71,31.91,30.74,26.12,23.25,21.33,20.6,17.08,15.15,27.25,26.81,22.61,17.41,12.0,28.37,31.33,23.47,14.92,-0.43,0.42,0.47,0.45,0.58,0.46,0.45,-0.53,-0.69,-0.11,-0.11,-0.12,-2.04,0.49,0.52,-1.94,-0.56,-0.14,20.97,20.95,20.95,21.01,20.96,20.95,20.95,20.97
-104,2018-12-04 18:43:46,00:00:16,20.79,9.47,32.74,31.17,26.91,21.31,20.48,18.92,18.01,33.13,29.92,27.44,24.65,21.24,20.06,18.73,17.13,32.25,31.12,27.26,25.74,23.0,18.89,17.79,31.95,30.82,26.01,23.37,21.3,20.64,17.05,15.35,27.36,26.77,22.68,17.06,12.0,28.33,31.17,23.5,15.1,-0.43,0.31,0.3,0.49,0.55,0.32,0.61,-0.5,-0.66,-0.13,-0.01,-0.16,1.19,-0.99,-0.28,1.88,-1.52,-0.14,20.96,20.97,20.95,21.0,20.96,20.96,20.95,20.97
-103,2018-12-04 18:43:47,00:00:17,21.29,19.01,32.74,31.1,26.72,21.47,20.41,18.96,17.97,33.09,29.67,27.15,24.55,20.79,19.83,18.5,17.02,32.55,31.39,27.64,26.09,23.23,19.05,17.98,32.0,30.9,26.17,23.37,21.57,21.02,17.7,15.88,27.51,25.74,21.58,15.95,11.53,28.02,31.2,23.57,15.02,-0.27,0.52,0.24,0.54,0.53,0.42,0.38,-0.48,-0.59,0.04,-0.01,-0.01,-0.42,-2.47,0.52,-1.94,0.4,-1.79,20.96,20.95,20.95,20.95,20.95,20.94,20.96,20.96
-102,2018-12-04 18:43:48,00:00:18,22.35,19.69,32.57,30.86,26.67,21.34,20.35,19.1,17.88,33.04,29.57,26.98,24.27,20.7,19.78,18.41,16.89,32.46,31.56,27.44,26.03,23.14,19.22,17.93,32.06,30.89,26.15,23.17,21.52,20.89,17.88,15.83,27.58,26.04,22.49,16.18,11.57,27.75,30.94,23.61,14.9,-0.23,0.39,0.11,0.52,0.37,0.49,0.45,-0.4,-0.52,-0.0,-0.06,-0.09,-0.42,0.49,0.52,1.88,0.4,-0.14,20.96,20.96,20.95,20.95,20.96,20.94,20.95,20.96
-101,2018-12-04 18:43:49,00:00:19,22.55,19.85,32.69,30.75,26.6,21.19,20.32,18.88,18.08,33.08,29.62,26.95,24.27,20.66,19.71,18.34,16.59,32.5,31.46,27.4,25.96,23.11,19.23,18.05,31.95,30.85,26.08,23.14,21.48,20.82,17.77,15.76,27.56,26.14,22.5,16.31,11.47,27.21,30.62,23.4,14.96,-0.13,0.71,0.33,0.52,0.65,0.55,0.54,-0.41,-0.52,-0.09,-0.1,-0.09,-2.04,0.49,-0.28,-0.03,-1.52,-0.14,20.96,20.96,20.95,20.99,20.96,20.96,20.94,20.97
-100,2018-12-04 18:43:50,00:00:20,23.42,20.5,32.59,30.69,26.35,21.01,20.07,18.62,17.78,33.24,29.63,27.03,24.43,20.6,19.79,18.09,16.64,31.42,30.49,26.47,25.29,22.29,18.63,17.79,32.03,30.79,26.05,23.22,21.46,20.8,17.89,15.92,27.63,26.16,22.6,16.37,11.62,26.29,29.71,22.67,14.34,0.22,0.76,0.41,0.53,0.59,0.5,0.54,-0.44,-0.46,-0.06,-0.08,-0.07,-0.42,1.97,-0.28,-3.85,-1.52,1.51,20.96,20.97,20.96,20.98,20.96,20.97,20.95,20.96
-99,2018-12-04 18:43:51,00:00:21,22.55,19.77,32.63,30.62,25.97,21.01,19.95,18.47,17.59,33.36,29.7,27.15,24.58,20.71,19.91,17.93,16.56,30.45,29.36,25.26,24.16,20.85,17.79,16.65,31.21,29.77,25.15,22.31,20.21,19.54,16.83,14.93,27.52,26.06,22.35,16.54,11.67,26.07,29.49,22.49,12.82,-0.17,0.59,0.57,0.53,0.58,0.44,0.46,-0.35,-0.44,-0.09,-0.1,-0.14,-0.42,1.97,-0.28,-1.94,-0.56,-0.14,20.96,20.96,20.96,20.93,20.96,20.96,20.95,20.96
-98,2018-12-04 18:43:52,00:00:22,21.98,19.48,32.52,30.84,25.74,21.01,20.1,18.47,17.44,33.28,29.55,27.07,24.51,20.75,19.79,17.97,16.48,30.22,28.95,24.62,23.4,20.05,17.26,15.97,30.83,29.21,24.73,22.2,19.86,19.05,16.29,13.9,27.21,25.9,21.96,16.53,11.69,26.4,29.59,22.51,12.55,-0.29,0.15,0.57,0.43,0.5,0.56,0.58,-0.32,-0.36,-0.08,-0.14,-0.03,-2.04,0.49,-0.28,-3.85,0.4,-0.14,20.96,20.95,20.95,20.92,20.95,20.97,20.94,20.97
-97,2018-12-04 18:43:53,00:00:23,21.78,19.16,32.63,30.58,25.59,21.17,19.95,18.39,17.33,33.09,29.55,26.85,24.32,20.67,19.6,17.97,16.56,31.54,30.0,25.79,24.46,20.88,17.83,16.61,31.06,29.32,24.66,22.09,19.33,18.48,15.8,12.95,26.95,25.71,21.43,15.99,11.43,27.57,30.16,22.29,13.31,-0.2,0.43,0.21,0.5,0.54,0.38,0.52,-0.28,-0.27,0.03,-0.05,0.04,-0.42,-0.99,-0.28,-1.94,-0.56,-1.79,20.97,20.96,20.96,20.99,20.96,20.95,20.95,20.97
-96,2018-12-04 18:43:54,00:00:24,21.78,19.27,32.52,30.58,25.25,21.05,19.88,18.36,17.29,33.09,29.29,26.69,24.24,20.67,19.49,18.09,16.41,31.99,30.56,26.13,25.1,21.49,18.29,17.03,31.7,29.77,25.18,22.69,20.05,19.2,16.87,13.86,27.0,25.8,21.48,15.85,11.28,28.9,31.07,22.03,14.2,0.12,0.57,0.18,0.45,0.57,0.49,0.57,-0.3,-0.29,0.01,-0.03,0.0,-3.65,0.49,2.13,-0.03,0.4,-1.79,20.95,20.96,20.95,20.95,20.94,20.96,20.95,20.96
-95,2018-12-04 18:43:55,00:00:25,21.72,19.33,32.52,30.43,25.06,20.94,19.69,18.24,17.33,32.94,29.25,26.69,24.02,20.6,19.53,18.01,16.45,32.21,30.75,26.28,25.26,21.72,18.32,17.11,31.85,30.0,25.49,23.03,20.39,19.54,17.4,14.86,26.92,25.8,21.71,15.93,11.36,30.07,32.05,22.34,15.45,0.12,0.28,0.15,0.48,0.47,0.35,0.54,-0.21,-0.24,-0.04,0.08,0.01,-2.04,0.49,-1.08,-1.94,1.36,1.51,20.96,20.98,20.95,20.97,20.96,20.97,20.95,20.96
-94,2018-12-04 18:43:56,00:00:26,21.64,19.24,32.62,30.35,25.09,20.89,19.49,18.35,17.28,32.98,29.17,26.65,23.9,20.74,19.33,17.78,16.37,32.25,30.71,26.2,25.18,21.79,18.39,17.1,31.77,30.11,25.56,23.18,20.47,19.61,17.7,15.0,27.03,26.09,21.63,16.0,11.39,30.1,32.53,22.97,16.52,-0.13,0.62,0.35,0.47,0.32,0.43,0.47,-0.21,0.09,-0.03,0.0,0.0,-0.42,-0.99,1.33,-0.03,0.4,1.51,20.97,20.95,20.95,20.95,20.96,20.97,20.94,20.97
-93,2018-12-04 18:43:57,00:00:27,21.52,18.86,32.66,30.35,25.13,20.67,19.49,18.31,17.32,32.94,29.1,26.58,23.78,20.74,19.41,17.81,16.4,32.25,30.75,26.12,25.18,21.79,18.51,17.22,31.65,30.03,25.44,22.69,20.62,19.65,17.96,14.85,27.15,26.18,21.9,15.9,11.4,29.85,32.62,23.67,17.59,0.22,0.55,0.47,0.45,0.35,0.52,0.55,0.15,0.14,-0.05,0.0,0.02,1.19,0.49,0.52,-0.03,0.4,3.15,20.96,20.95,20.96,20.99,20.96,20.96,20.95,20.96
-92,2018-12-04 18:43:58,00:00:28,21.45,18.41,32.76,30.41,25.27,20.61,19.51,18.22,17.23,32.92,28.89,26.48,23.58,20.8,19.47,17.76,16.27,32.3,30.73,26.11,25.12,21.85,18.34,17.24,31.79,30.05,25.62,22.94,20.34,19.6,17.57,14.68,27.15,26.1,21.86,16.0,11.55,29.43,32.31,23.89,17.7,0.34,0.38,0.57,0.41,0.3,0.52,0.51,-0.11,0.14,-0.04,0.03,-0.0,-0.42,0.49,0.52,1.88,-0.56,-0.14,20.96,20.95,20.95,20.92,20.96,20.96,20.95,20.97
-91,2018-12-04 18:43:59,00:00:29,21.4,18.82,32.7,30.16,25.4,20.44,19.57,18.2,17.17,33.13,28.76,26.51,23.49,20.86,19.38,17.82,16.22,32.14,30.75,26.09,25.03,21.83,18.4,17.26,31.77,30.04,25.56,22.73,20.24,19.58,17.09,14.63,27.14,26.17,21.81,15.85,11.47,28.78,31.59,23.35,17.43,0.29,-0.3,0.42,0.47,0.24,0.46,0.4,-0.11,0.2,-0.07,-0.07,-0.05,-2.04,-0.99,-0.28,-0.03,0.4,-0.14,20.96,20.96,20.95,20.97,20.96,20.96,20.95,20.96
-90,2018-12-04 18:44:00,00:00:30,21.34,18.56,32.82,30.28,25.41,20.37,19.58,18.17,17.03,32.84,28.92,26.44,23.23,20.83,19.31,17.79,16.19,32.33,30.72,26.06,24.88,21.76,18.41,17.15,31.7,30.19,25.61,22.4,19.94,19.47,16.98,14.33,27.03,26.02,21.67,15.78,11.44,28.49,31.37,23.21,17.05,0.22,0.54,0.55,0.4,0.41,0.38,0.45,0.15,0.36,0.05,-0.01,0.12,-0.42,-2.47,-0.28,-3.85,0.4,-1.79,20.96,20.95,20.96,20.96,20.96,20.96,20.95,20.96
-89,2018-12-04 18:44:01,00:00:31,21.16,18.68,32.78,30.09,25.14,20.37,19.54,18.32,16.99,32.91,28.77,26.32,23.34,20.76,19.19,17.94,16.11,31.96,30.65,26.1,24.96,21.91,18.52,17.19,31.81,30.16,25.53,22.58,19.98,19.44,16.41,13.98,27.07,26.14,21.48,15.78,11.4,28.37,31.15,22.98,16.22,0.24,0.3,0.11,0.38,0.3,0.44,0.46,0.15,0.31,0.07,0.05,0.03,1.19,0.49,-1.08,-1.94,2.32,-0.14,20.96,20.96,20.95,20.98,20.95,20.97,20.95,20.97
-88,2018-12-04 18:44:02,00:00:32,21.0,18.46,32.97,30.09,24.95,20.22,19.46,18.32,16.91,33.03,28.73,26.17,23.38,20.76,18.96,18.01,15.92,32.29,30.72,26.1,24.85,21.76,18.37,17.0,31.63,30.23,25.42,22.36,20.1,19.32,16.11,13.98,27.07,26.14,21.59,15.85,11.32,28.41,31.0,22.9,15.87,0.32,0.57,0.38,0.35,-0.28,0.19,-0.32,0.3,0.31,0.07,0.05,0.08,-2.04,-0.99,-0.28,-1.94,-0.56,-0.14,20.96,20.97,20.95,20.94,20.96,20.96,20.95,20.96
-87,2018-12-04 18:44:03,00:00:33,20.08,17.68,32.94,29.76,24.62,20.27,19.47,18.18,16.84,32.92,28.85,26.18,23.42,20.46,19.01,17.94,15.77,32.37,30.69,26.22,24.89,21.77,18.56,17.12,31.71,30.01,24.97,22.55,19.76,19.21,16.15,14.29,27.08,26.07,21.52,15.78,11.37,28.53,31.04,22.68,15.54,0.32,0.47,-0.39,0.32,0.32,0.35,0.4,0.41,0.33,-0.03,0.02,0.02,-2.04,-2.47,-0.28,-0.03,-0.56,-0.14,20.96,20.95,20.96,20.95,20.94,20.96,20.94,20.97
-86,2018-12-04 18:44:04,00:00:34,19.78,17.69,32.83,29.69,24.32,20.27,19.51,18.29,16.96,32.96,29.04,26.25,23.23,20.38,19.05,17.87,15.62,32.45,30.76,26.22,24.93,21.88,18.75,17.2,31.63,30.2,25.16,22.7,20.03,19.29,16.11,14.14,27.15,26.1,21.48,15.86,11.98,28.61,31.04,22.68,15.38,-0.08,0.43,-0.31,0.37,0.32,0.32,0.32,0.21,0.39,0.06,0.0,0.09,1.19,1.97,0.52,-1.94,0.4,1.51,20.96,20.96,20.95,20.98,20.96,20.94,20.94,20.96
-85,2018-12-04 18:44:05,00:00:35,20.97,19.63,32.85,29.75,23.89,20.06,19.16,17.97,16.79,32.98,29.21,26.47,23.6,20.79,19.04,18.01,15.91,30.22,28.68,24.51,23.48,20.62,17.75,16.46,31.1,29.62,24.69,22.28,19.22,18.71,15.91,13.79,27.0,25.99,21.52,15.97,11.78,28.98,32.01,24.57,15.91,0.07,-0.03,-0.25,-0.2,-0.19,0.38,0.27,0.35,0.53,0.04,0.18,0.07,-2.04,0.49,-0.28,1.88,-0.56,-0.14,20.96,20.96,20.96,20.99,20.94,20.97,20.95,20.97
