Time,Timestamp,Elapsed Time,Heat Release Rate,Doorway Temperature 0.75 m Below Lintel,Doorway Temperature 1.25 m Below Lintel,Quadrant A Temperature 25 mm Below Ceiling,Quadrant A Temperature 0.3 m Below Ceiling,Quadrant A Temperature 0.6 m Below Ceiling,Quadrant A Temperature 1.2 m Below Ceiling,Quadrant A Temperature 1.5 m Below Ceiling,Quadrant A Temperature 1.8 m Below Ceiling,Quadrant A Temperature 2.1 m Below Ceiling,Quadrant B Temperature 25 mm Below Ceiling,Quadrant B Temperature 0.3 m Below Ceiling,Quadrant B Temperature 0.6 m Below Ceiling,Quadrant B Temperature 0.9 m Below Ceiling,Quadrant B Temperature 1.2 m Below Ceiling,Quadrant B Temperature 1.5 m Below Ceiling,Quadrant B Temperature 1.8 m Below Ceiling,Quadrant B Temperature 2.1 m Below Ceiling,Quadrant C Temperature 25 mm Below Ceiling,Quadrant C Temperature 0.3 m Below Ceiling,Quadrant C Temperature 0.6 m Below Ceiling,Quadrant C Temperature 0.9 m Below Ceiling,Quadrant C Temperature 1.2 m Below Ceiling,Quadrant C Temperature 1.5 m Below Ceiling,Quadrant C Temperature 1.8 m Below Ceiling,Quadrant D Temperature 25 mm Below Ceiling,Quadrant D Temperature 0.3 m Below Ceiling,Quadrant D Temperature 0.6 m Below Ceiling,Quadrant D Temperature 0.9 m Below Ceiling,Quadrant D Temperature 1.2 m Below Ceiling,Quadrant D Temperature 1.5 m Below Ceiling,Quadrant D Temperature 1.8 m Below Ceiling,Quadrant D Temperature 2.1 m Below Ceiling,Doorway Temperature 0.25 m Below Lintel,Doorway Temperature 0.50 m Below Lintel,Doorway Temperature 1.00 m Below Lintel,Doorway Temperature 1.50 m Below Lintel,Doorway Temperature 1.75 m Below Lintel,Plume Temperature 1.3 m Below Ceiling,Plume Temperature 0.65 m Below Ceiling,Quadrant A Temperature 0.9 m Below Ceiling,Quadrant C Temperature 2.1 m Below Ceiling,Doorway Velocity 0.25 m Below Lintel,Doorway Velocity 0.50 m Below Lintel,Doorway Velocity 0.75 m Below Lintel,Doorway Velocity 1.00 m Below Lintel,Doorway Velocity 1.25 m Below Lintel,Doorway Velocity 1.50 m Below Lintel,Doorway Velocity 1.75 m Below Lintel,Plume Velocity 0.65 m Below Ceiling,Plume Velocity 1.3 m Below Ceiling,Quadrant C Pressure 0.3 m Below Ceiling,Quadrant C Pressure 1.2 m Below Ceiling,Quadrant C Pressure 2.1 m Below Ceiling,Plume Total Heat Flux 0.65 m Below Ceiling,Plume Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Total Heat Flux 1.3 m Below Ceiling,Right Side Wall Radiant Heat Flux 0.65 m Below Ceiling,Right Side Wall Radiant Heat Flux 1.3 m Below Ceiling,Right Side Wall Total Heat Flux 0.65 m Below Ceiling,Quad A Oxygen 0.6 m Below Ceiling,Quad A Oxygen 1.8 m Below Ceiling,Quad B Oxygen 0.6 m Below Ceiling,Quad B Oxygen 1.8 m Below Ceiling,Quad C Oxygen 0.6 m Below Ceiling,Quad C Oxygen 1.8 m Below Ceiling,Quad D Oxygen 0.6 m Below Ceiling,Quad D Oxygen 1.8 m Below Ceiling
-120,2018-12-04 15:05:31,00:00:01,0.0,11.42,8.13,25.89,18.9,16.15,13.44,13.3,12.07,11.76,25.72,19.12,16.92,15.21,13.29,12.33,11.99,10.46,26.04,20.03,17.07,15.81,14.08,12.61,11.43,25.79,19.38,16.42,14.45,13.59,12.01,9.43,8.71,15.46,13.8,10.77,7.64,7.61,15.94,17.41,14.61,9.84,0.23,0.45,-0.29,0.07,-0.32,-0.34,0.06,-0.12,0.28,-0.03,-0.08,0.03,1.25,0.54,0.58,0.28,1.43,1.6,20.96,20.94,20.94,20.96,20.95,20.95,20.96,20.95
-119,2018-12-04 15:05:32,00:00:02,0.0,11.44,8.1,25.51,18.47,15.84,13.48,13.1,12.1,11.76,25.64,19.04,16.91,15.24,13.25,12.33,12.14,10.42,26.0,20.1,17.18,15.96,14.15,12.72,11.46,25.63,19.34,16.46,14.6,13.62,11.93,9.61,8.67,15.65,13.91,10.81,7.79,7.53,16.09,17.45,14.5,9.72,-0.05,-0.54,0.31,0.12,0.24,-0.28,-0.17,0.13,0.33,0.03,0.08,0.11,-0.37,2.02,-0.22,2.19,-0.49,-1.69,20.96,20.96,20.96,20.94,20.95,20.95,20.95,20.95
-118,2018-12-04 15:05:33,00:00:03,0.0,11.34,8.32,25.1,18.06,15.84,13.48,12.99,11.96,11.61,25.87,18.89,16.84,15.13,13.29,12.33,12.15,10.31,26.0,19.95,17.11,15.85,14.08,12.5,11.28,25.71,19.46,16.31,14.34,13.55,12.12,9.7,8.6,15.61,13.64,10.73,7.68,7.53,15.94,17.52,14.38,9.68,-0.21,0.23,-0.36,-0.35,0.35,-0.33,-0.24,0.35,-0.08,-0.02,-0.03,0.02,-0.37,0.54,-1.02,2.19,-0.49,1.6,20.95,20.94,20.96,20.99,20.94,20.97,20.95,20.95
-117,2018-12-04 15:05:34,00:00:04,0.0,11.46,8.63,24.72,17.99,15.8,13.48,13.03,12.03,11.53,25.79,19.04,16.8,15.02,13.1,12.26,12.3,10.31,26.16,20.06,17.22,15.96,14.12,12.54,11.32,25.48,19.42,16.42,14.45,13.59,12.31,9.7,8.67,15.57,13.79,10.69,7.86,7.56,16.05,17.48,14.42,9.79,-0.05,-0.48,-0.37,-0.28,0.19,0.17,-0.26,0.2,-0.25,-0.0,-0.03,0.02,-0.37,-0.94,-0.22,0.28,-0.49,-0.04,20.96,20.95,20.96,20.92,20.95,20.95,20.96,20.95
-116,2018-12-04 15:05:35,00:00:05,0.0,11.42,8.66,24.83,17.68,15.65,13.29,13.1,12.03,11.34,25.79,18.96,16.83,14.9,13.02,12.25,12.18,10.42,26.11,20.21,17.22,15.84,14.15,12.49,11.19,25.52,19.49,16.42,14.41,13.54,12.27,9.73,8.71,15.62,13.84,10.59,7.87,7.54,16.02,17.42,14.24,9.92,-0.15,-0.32,0.32,-0.28,-0.24,-0.19,-0.08,-0.16,-0.13,0.06,0.07,0.07,-1.98,-2.42,-0.22,0.28,-0.49,-0.04,20.94,20.96,20.94,20.94,20.95,20.95,20.95,20.95
-115,2018-12-04 15:05:36,00:00:06,0.0,11.46,8.89,24.99,17.72,15.77,13.41,13.03,11.99,11.27,25.68,18.93,16.84,14.94,12.95,12.33,12.03,10.34,26.27,20.1,17.22,15.77,14.23,12.38,11.39,25.67,19.5,16.31,14.26,13.74,12.54,9.7,8.79,15.49,13.86,10.61,7.78,7.48,16.08,17.32,14.26,9.83,-0.26,-0.2,0.25,-0.13,-0.08,-0.06,-0.08,0.13,0.24,0.12,0.1,0.08,1.25,0.54,1.39,2.19,0.47,-1.69,20.96,20.97,20.95,20.97,20.95,20.95,20.95,20.95
-114,2018-12-04 15:05:37,00:00:07,0.0,11.73,8.9,24.99,17.83,15.65,13.25,12.91,11.99,11.15,25.72,18.97,16.76,14.9,12.87,12.37,11.84,10.38,26.27,20.18,17.11,15.81,14.15,12.19,11.43,25.67,19.42,16.31,14.22,13.59,12.54,9.93,9.06,15.58,13.83,10.85,7.98,7.49,16.09,17.26,14.23,9.84,-0.24,-0.35,0.18,-0.22,0.19,-0.24,-0.17,0.37,0.12,0.11,0.13,0.09,-0.37,-0.94,-0.22,-1.64,0.47,1.6,20.96,20.94,20.95,20.98,20.95,20.95,20.94,20.94
-113,2018-12-04 15:05:38,00:00:08,0.0,11.77,8.82,25.21,18.13,15.57,13.4,13.02,11.99,11.22,25.71,19.0,16.76,14.86,12.83,12.4,11.91,10.42,26.15,19.91,17.07,15.65,14.23,12.22,11.46,25.78,19.57,16.34,14.33,13.62,12.54,10.15,9.28,15.53,13.94,10.73,7.94,7.6,16.2,17.4,14.26,9.72,-0.11,-0.14,-0.1,-0.35,-0.4,-0.33,-0.08,-0.19,0.06,-0.07,0.02,-0.12,-1.98,-0.94,-0.22,0.28,0.47,1.6,20.95,20.94,20.95,20.97,20.98,20.95,20.95,20.95
-112,2018-12-04 15:05:39,00:00:09,0.0,11.72,8.59,25.25,18.51,15.57,13.44,12.98,12.06,11.22,25.71,19.04,16.87,14.94,12.94,12.4,11.95,10.3,26.11,19.95,17.14,15.73,13.96,12.38,11.42,25.67,19.53,16.49,14.41,13.66,12.61,10.46,9.17,15.48,13.93,10.68,7.89,7.55,16.15,17.32,14.29,9.55,0.27,-0.09,-0.4,-0.08,-0.36,-0.24,-0.22,0.32,0.24,0.09,0.1,0.05,-1.98,2.02,-0.22,0.28,-1.45,-1.69,20.96,20.94,20.94,20.96,20.95,20.95,20.96,20.96
-111,2018-12-04 15:05:40,00:00:10,0.0,11.56,8.8,25.24,18.62,15.76,13.36,13.02,11.94,11.22,25.74,19.22,16.9,15.08,13.02,12.28,11.94,10.3,26.11,19.86,17.1,15.69,13.99,12.45,11.42,25.55,19.37,16.41,14.4,13.57,12.68,10.41,9.24,15.53,14.01,10.65,7.82,7.63,16.16,17.44,14.22,9.67,0.2,0.18,0.23,-0.22,-0.16,-0.29,0.19,0.08,-0.2,0.07,0.16,0.02,-1.98,-2.42,-1.82,-1.64,0.47,-0.04,20.96,20.94,20.94,21.0,20.96,20.95,20.95,20.96
-110,2018-12-04 15:05:41,00:00:11,0.0,11.46,8.59,25.31,18.84,15.71,13.47,12.97,11.67,11.29,25.7,18.95,16.97,15.08,13.28,12.16,11.94,10.1,26.06,19.93,16.94,15.72,14.1,12.4,11.53,25.62,19.37,16.48,14.32,13.61,12.64,10.64,9.46,15.54,14.02,10.77,7.83,7.68,16.13,17.45,14.35,9.76,0.23,-0.31,-0.45,-0.3,-0.19,0.17,-0.33,0.08,0.16,0.13,0.1,0.08,-0.37,0.54,0.58,0.28,-1.45,-1.69,20.94,20.95,20.95,20.93,20.95,20.95,20.95,20.95
-109,2018-12-04 15:05:42,00:00:12,0.0,11.57,8.66,25.17,18.78,15.8,13.44,12.95,11.84,11.41,25.75,18.93,17.06,15.2,13.29,12.25,12.1,10.11,26.0,19.95,17.07,15.69,14.11,12.49,11.54,25.67,19.26,16.46,14.22,13.62,12.69,10.23,9.28,15.56,14.13,10.57,7.86,7.52,16.01,17.36,14.49,9.64,0.23,-0.34,0.18,-0.28,-0.16,-0.28,-0.08,0.2,0.16,0.05,-0.04,0.05,1.25,0.54,0.58,-1.64,1.43,1.6,20.96,20.96,20.95,20.97,20.95,20.96,20.95,20.96
-108,2018-12-04 15:05:43,00:00:13,0.0,11.57,8.62,24.93,18.77,15.86,13.47,13.13,11.71,11.55,25.7,18.99,16.94,15.23,13.32,12.16,12.13,10.21,26.1,19.86,17.13,15.64,14.1,12.25,11.41,25.54,19.33,16.44,14.36,13.57,12.83,10.37,9.35,15.37,14.17,10.61,7.78,7.52,16.01,17.4,14.53,9.6,0.27,0.37,-0.38,-0.3,-0.3,-0.34,-0.26,-0.16,0.06,-0.15,-0.14,-0.11,-0.37,-0.94,-0.22,2.19,-1.45,-0.04,20.96,20.94,20.95,20.96,20.96,20.95,20.95,20.95
-107,2018-12-04 15:05:44,00:00:14,0.0,11.86,8.38,24.72,18.7,15.76,13.55,13.1,11.84,11.41,25.79,19.04,16.95,15.2,13.21,11.98,11.83,10.07,26.07,19.98,17.03,15.62,14.11,12.3,11.42,25.63,19.3,16.49,14.25,13.58,12.77,10.42,9.39,15.41,14.05,10.72,7.78,7.52,16.08,17.4,14.6,9.56,-0.15,-0.14,-0.46,-0.24,-0.35,0.22,-0.3,0.27,0.12,-0.13,-0.14,-0.14,-0.37,2.02,-0.22,2.19,0.47,-0.04,20.94,20.96,20.94,21.0,20.95,20.93,20.95,20.95
-106,2018-12-04 15:05:45,00:00:15,0.0,12.03,8.43,24.71,18.88,15.9,13.62,13.13,11.71,11.33,25.66,18.95,16.94,15.23,13.24,12.09,12.01,10.18,26.1,19.97,17.05,15.64,14.1,12.25,11.49,25.58,19.21,16.41,14.13,13.53,12.6,10.48,9.5,15.3,14.2,10.8,7.78,7.44,15.97,17.4,14.64,9.6,-0.05,-0.38,-0.44,-0.35,-0.28,-0.34,-0.22,-0.07,0.22,-0.12,-0.02,-0.07,-0.37,-2.42,0.58,0.28,-0.49,3.25,20.95,20.96,20.94,20.91,20.96,20.95,20.95,20.95
-105,2018-12-04 15:05:46,00:00:16,0.0,11.98,8.38,24.75,18.89,15.79,13.59,13.13,11.94,11.45,25.71,18.88,16.87,15.12,13.24,12.06,11.94,10.33,26.03,19.86,17.25,15.72,14.26,12.41,11.69,25.55,19.22,16.34,14.06,13.46,12.45,10.49,9.5,15.35,14.1,10.7,7.87,7.45,16.06,17.26,14.46,9.65,0.09,0.26,0.25,-0.39,-0.36,-0.26,-0.22,0.29,0.24,0.07,0.08,0.08,-1.98,-0.94,-0.22,-1.64,0.47,-0.04,20.96,20.94,20.94,20.94,20.96,20.95,20.95,20.95
-104,2018-12-04 15:05:47,00:00:17,0.0,11.99,8.47,24.98,18.96,15.64,13.62,13.13,11.83,11.45,25.71,18.96,16.79,15.16,13.24,12.13,11.98,10.3,25.99,19.71,17.14,15.65,14.33,12.41,11.65,25.59,19.11,16.34,14.36,13.54,12.65,10.41,9.39,15.34,14.01,10.84,7.82,7.56,16.01,17.36,14.53,9.56,0.17,-0.48,-0.29,-0.16,-0.13,0.13,-0.28,0.08,-0.17,-0.01,-0.09,0.0,1.25,0.54,0.58,0.28,1.43,-1.69,20.94,20.94,20.94,20.98,20.95,20.95,20.95,20.95
-103,2018-12-04 15:05:48,00:00:18,0.0,12.02,8.5,25.01,19.07,15.33,13.62,13.2,11.82,11.21,25.7,18.72,16.67,15.04,13.28,12.2,11.86,10.29,26.06,19.71,17.05,15.76,14.21,12.6,11.53,25.5,18.99,16.25,14.43,13.45,12.56,10.67,9.5,15.33,13.97,10.76,7.73,7.51,16.12,17.32,14.48,9.51,0.2,-0.09,0.29,-0.13,-0.33,0.13,-0.08,0.3,0.24,0.1,0.09,0.1,-3.6,2.02,0.58,2.19,-1.45,-1.69,20.96,20.95,20.94,20.99,20.96,20.95,20.95,20.93
-102,2018-12-04 15:05:49,00:00:19,0.0,11.95,8.46,25.01,19.3,15.29,13.62,13.28,11.75,11.29,25.66,18.91,16.71,15.04,13.2,12.05,11.75,10.48,25.99,19.63,17.02,15.68,14.21,12.6,11.6,25.47,18.99,16.25,14.55,13.49,12.6,10.75,9.54,15.26,14.01,11.03,7.78,7.4,16.01,17.17,14.49,9.6,-0.05,-0.48,0.23,-0.16,-0.08,0.08,-0.28,-0.07,0.24,-0.03,-0.03,-0.05,2.86,2.02,2.19,0.28,0.47,-0.04,20.96,20.97,20.94,20.9,20.96,20.95,20.95,20.95
-101,2018-12-04 15:05:50,00:00:20,0.0,11.94,8.57,25.09,19.53,15.11,13.47,13.21,11.79,11.33,25.74,18.81,16.75,15.01,13.28,12.28,11.79,10.52,25.92,19.56,16.98,15.84,14.22,12.68,11.5,25.47,18.95,16.22,14.29,13.61,12.65,10.98,9.5,15.34,13.9,10.88,7.63,7.48,16.12,17.36,14.3,9.6,0.17,0.21,-0.38,-0.13,-0.44,0.17,-0.2,-0.16,-0.13,0.07,0.04,0.05,-1.98,0.54,0.58,2.19,-1.45,-0.04,20.96,20.96,20.94,20.98,20.97,20.95,20.94,20.95
-100,2018-12-04 15:05:51,00:00:21,0.0,11.95,8.55,25.28,19.61,15.26,13.43,13.13,11.87,11.25,25.67,18.92,16.71,14.89,13.21,12.25,11.71,10.52,25.8,19.6,16.98,15.84,14.26,12.64,11.5,25.47,18.99,16.15,14.21,13.54,12.68,11.06,9.89,15.29,14.01,10.72,7.66,7.44,16.0,17.32,14.14,9.48,0.25,-0.42,-0.14,-0.22,-0.24,0.08,-0.08,0.08,-0.08,0.02,0.01,0.02,1.25,-0.94,-0.22,0.28,0.47,1.6,20.94,20.93,20.94,20.96,20.95,20.95,20.95,20.95
-99,2018-12-04 15:05:52,00:00:22,0.0,12.01,8.49,25.42,19.71,15.21,13.46,13.24,11.97,11.36,25.85,18.79,16.66,14.92,13.16,12.16,11.82,10.55,25.91,19.59,16.93,15.75,14.25,12.59,11.41,25.5,19.06,16.1,14.35,13.6,12.79,11.28,9.95,15.29,13.89,10.91,7.66,7.44,15.93,17.39,14.14,9.59,0.23,-0.2,0.18,-0.13,-0.33,0.19,-0.33,0.17,0.16,-0.07,-0.03,-0.08,-0.37,-0.94,0.58,2.19,0.47,1.6,20.94,20.96,20.94,20.92,20.97,20.93,20.93,20.95
-98,2018-12-04 15:05:53,00:00:23,0.0,12.02,8.46,25.27,19.37,15.13,13.38,13.24,11.97,11.47,25.7,18.98,16.66,15.0,13.08,12.12,11.89,10.36,25.94,19.55,17.01,15.9,14.25,12.51,11.45,25.46,19.21,16.13,14.66,13.53,12.82,11.39,10.07,15.49,14.09,10.91,7.74,7.6,15.93,17.32,14.03,9.56,-0.05,-0.17,-0.42,0.07,-0.42,-0.28,0.16,-0.07,0.12,0.03,0.09,0.02,-0.37,-3.9,-1.02,-1.64,1.43,-0.04,20.94,20.94,20.94,20.97,20.96,20.95,20.94,20.95
